Generation,Solution,Fitness,Parameters
0,"""011100001000001101""",1.878743052482605,"(65.0, 831.0)"
0,"""011100001011101000""",1.4644290208816528,"(65.0, 928.0)"
0,"""010100001000001101""",1.5740230083465576,"(52.0, 831.0)"
0,"""011010110000001101""",1.7616980075836182,"(62.0, 1056.0)"
1,"""011100001011101101""",1.4917049407958984,"(65.0, 930.0)"
1,"""011100001000001101""",1.7977509498596191,"(65.0, 831.0)"
1,"""011100001011101001""",2.143052101135254,"(65.0, 928.0)"
1,"""011100001011001101""",2.082540988922119,"(65.0, 916.0)"
2,"""011100001011101101""",1.6933239698410034,"(65.0, 930.0)"
2,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
2,"""011100001011101101""",1.8793549537658691,"(65.0, 930.0)"
2,"""011100001011101100""",1.9444479942321777,"(65.0, 929.0)"
3,"""011100001011101101""",1.9749460220336914,"(65.0, 930.0)"
3,"""011100001011101101""",1.6082539558410645,"(65.0, 930.0)"
3,"""011100001011101100""",1.954110026359558,"(65.0, 929.0)"
3,"""011100001011101000""",1.6938480138778687,"(65.0, 928.0)"
4,"""011100001011101001""",1.8485820293426514,"(65.0, 928.0)"
4,"""011100001011101001""",1.2657450437545776,"(65.0, 928.0)"
4,"""011100001011101101""",1.413159966468811,"(65.0, 930.0)"
4,"""011100001011101000""",1.5591739416122437,"(65.0, 928.0)"
5,"""011100001011101001""",1.216433048248291,"(65.0, 928.0)"
5,"""011100001011101101""",2.113732099533081,"(65.0, 930.0)"
5,"""011100001011101001""",1.6031609773635864,"(65.0, 928.0)"
5,"""011100001011101101""",1.9595290422439575,"(65.0, 930.0)"
6,"""011100001011101101""",2.0866470336914062,"(65.0, 930.0)"
6,"""011100001011101001""",1.567376971244812,"(65.0, 928.0)"
6,"""011100001011101001""",1.953374981880188,"(65.0, 928.0)"
6,"""011100001011101001""",1.9644659757614136,"(65.0, 928.0)"
7,"""011100001011101001""",1.689602017402649,"(65.0, 928.0)"
7,"""011100001011101001""",1.509302020072937,"(65.0, 928.0)"
7,"""011100001011101001""",1.4438680410385132,"(65.0, 928.0)"
7,"""011100001011101001""",1.6165629625320435,"(65.0, 928.0)"
*,*,*,*
0,"""011100001011101000""",1.4644290208816528,"(65.0, 928.0)"
1,"""011100001011101000""",1.4644290208816528,"(65.0, 928.0)"
2,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
3,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
4,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
5,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
6,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
7,"""011100001011101001""",1.208292007446289,"(65.0, 928.0)"
