Generation,Solution,Fitness,Parameters,Fittest
0,"""001110111010010011000011""",0.44807499647140503,"(43.0, 1340.0, 20.0, 7.0)",Fittest
0,"""011010010010100010011000""",0.4490030109882355,"(61.0, 1122.0, 31.0, 10.0)",Elite
0,"""001001010101000100010100""",0.4526039958000183,"(35.0, 1193.0, 29.0, 10.0)",Elite
0,"""000101000010011000100011""",0.5198420286178589,"(28.0, 667.0, 36.0, 12.0)",Population
0,"""001110111010010011000011""",0.4545210003852844,"(43.0, 1340.0, 20.0, 7.0)",Population
0,"""001010001111100110101110""",0.5039650201797485,"(36.0, 1039.0, 42.0, 14.0)",Population
0,"""001110111010010011000011""",0.4611859917640686,"(43.0, 1340.0, 20.0, 7.0)",Population
0,"""001110111010010011000011""",0.4544390141963959,"(43.0, 1340.0, 20.0, 7.0)",Population
0,"""000101000010011000100011""",0.486734002828598,"(28.0, 667.0, 36.0, 12.0)",Population
0,"""001110111010010011000011""",0.46055200695991516,"(43.0, 1340.0, 20.0, 7.0)",Population
0,"""000110110110001110110000""",0.5179790258407593,"(31.0, 1226.0, 43.0, 15.0)",Population
0,"""011010010010100010011000""",0.5432789921760559,"(61.0, 1122.0, 31.0, 10.0)",Population
0,"""001001010101000100010100""",0.4500330090522766,"(35.0, 1193.0, 29.0, 10.0)",Population
0,"""011100000001011110101011""",0.49063101410865784,"(65.0, 642.0, 40.0, 14.0)",Population
0,"""011000010010101010011000""",0.5393980145454407,"(58.0, 1125.0, 31.0, 10.0)",Population
0,"""000110110100101110000011""",0.4836150109767914,"(31.0, 1183.0, 20.0, 7.0)",Population
0,"""101110100110000000110000""",0.5327370166778564,"(94.0, 769.0, 43.0, 15.0)",Population
0,"""011110100111111110101101""",0.5198670029640198,"(69.0, 825.0, 41.0, 14.0)",Population
0,"""101001000011100000010101""",0.5127609968185425,"(85.0, 699.0, 29.0, 10.0)",Population
0,"""011100000001011110101011""",0.5044710040092468,"(65.0, 642.0, 40.0, 14.0)",Population
0,"""001011001111100110101100""",0.4995250105857849,"(38.0, 1039.0, 41.0, 14.0)",Population
0,"""010100100000000100101111""",0.5042660236358643,"(53.0, 602.0, 42.0, 14.0)",Population
0,"""011010110111111110101101""",0.5228809714317322,"(62.0, 1275.0, 41.0, 14.0)",Population
0,"""111001000101011011100110""",0.5273489952087402,"(110.0, 753.0, 38.0, 13.0)",Population
0,"""001011001111100110101101""",0.5182459950447083,"(38.0, 1039.0, 41.0, 14.0)",Population
0,"""000101000010011001100011""",0.508018970489502,"(28.0, 668.0, 36.0, 12.0)",Population
0,"""101001000011100001010101""",0.43369901180267334,"(85.0, 699.0, 29.0, 10.0)",Population
0,"""101001000011100001010101""",0.4999769926071167,"(85.0, 699.0, 29.0, 10.0)",Population
0,"""001001010101000100010100""",0.45016300678253174,"(35.0, 1193.0, 29.0, 10.0)",Population
0,"""000100010101100000110011""",0.5421689748764038,"(27.0, 1205.0, 44.0, 15.0)",Population
0,"""001011001111100110101100""",0.46977099776268005,"(38.0, 1039.0, 41.0, 14.0)",Population
1,"""101001000011100001010101""",0.43369901180267334,"(85.0, 699.0, 29.0, 10.0)",Fittest
1,"""001110111010010011000011""",0.44807499647140503,"(43.0, 1340.0, 20.0, 7.0)",Elite
1,"""011010010010100010011000""",0.4490030109882355,"(61.0, 1122.0, 31.0, 10.0)",Elite
1,"""001110111011010011000011""",0.5020840167999268,"(43.0, 1369.0, 20.0, 7.0)",Population
1,"""000101000010011000100011""",0.49855199456214905,"(28.0, 667.0, 36.0, 12.0)",Population
1,"""000101000010011000100111""",0.49656200408935547,"(28.0, 667.0, 38.0, 13.0)",Population
1,"""001110111010010011000011""",0.5001940131187439,"(43.0, 1340.0, 20.0, 7.0)",Population
1,"""001110111010010011001011""",0.4557889997959137,"(43.0, 1340.0, 24.0, 8.0)",Population
1,"""101001000011100001010101""",0.4771899878978729,"(85.0, 699.0, 29.0, 10.0)",Population
1,"""101001010101000100010100""",0.4327149987220764,"(85.0, 1193.0, 29.0, 10.0)",Population
1,"""001111111011010011000011""",0.42729100584983826,"(45.0, 1369.0, 20.0, 7.0)",Population
1,"""001011001110010110101100""",0.47727200388908386,"(38.0, 1004.0, 41.0, 14.0)",Population
1,"""001110111011100011000011""",0.44360101222991943,"(43.0, 1376.0, 20.0, 7.0)",Population
1,"""001001010101000100010100""",0.4609319865703583,"(35.0, 1193.0, 29.0, 10.0)",Population
1,"""101001000011100001010101""",0.48346900939941406,"(85.0, 699.0, 29.0, 10.0)",Population
1,"""001001010101000100010100""",0.49125298857688904,"(35.0, 1193.0, 29.0, 10.0)",Population
1,"""101001000011100001010101""",0.47104498744010925,"(85.0, 699.0, 29.0, 10.0)",Population
1,"""000101000010011000100011""",0.5346630215644836,"(28.0, 667.0, 36.0, 12.0)",Population
1,"""001110111010010011000011""",0.4904269874095917,"(43.0, 1340.0, 20.0, 7.0)",Population
1,"""101001000011100001010101""",0.4796139895915985,"(85.0, 699.0, 29.0, 10.0)",Population
1,"""001001010101000100010100""",0.4876970052719116,"(35.0, 1193.0, 29.0, 10.0)",Population
1,"""001001010101000100010100""",0.48267000913619995,"(35.0, 1193.0, 29.0, 10.0)",Population
1,"""011010010010100010011000""",0.47740399837493896,"(61.0, 1122.0, 31.0, 10.0)",Population
1,"""001110111010010011000011""",0.46375399827957153,"(43.0, 1340.0, 20.0, 7.0)",Population
1,"""001011101111100110101100""",0.4587779939174652,"(39.0, 1039.0, 41.0, 14.0)",Population
1,"""001010111010010011000011""",0.4749099910259247,"(37.0, 1340.0, 20.0, 7.0)",Population
1,"""000110110100101110000011""",0.4631919860839844,"(31.0, 1183.0, 20.0, 7.0)",Population
1,"""001110111010010011000011""",0.4894700050354004,"(43.0, 1340.0, 20.0, 7.0)",Population
1,"""001001010101000100010100""",0.46443799138069153,"(35.0, 1193.0, 29.0, 10.0)",Population
1,"""001110111010010011000011""",0.44660401344299316,"(43.0, 1340.0, 20.0, 7.0)",Population
1,"""001001010101000100010100""",0.4838530123233795,"(35.0, 1193.0, 29.0, 10.0)",Population
