Generation,Solution,Fitness,Parameters
0,100111101110011111,1.21693694592,"(83.0, 1008.0)"
0,000010100011101110,2.19864296913,"(24.0, 705.0)"
0,101001010000000011,1.02998900414,"(85.0, 1052.0)"
0,100100101101010001,1.21856796741,"(78.0, 974.0)"
0,000111100000001011,2.336165905,"(32.0, 605.0)"
0,001111100001111011,1.71528303623,"(45.0, 655.0)"
0,000000011110111110,10.054022789,"(20.0, 1472.0)"
0,001110100011011100,1.82402396202,"(43.0, 697.0)"
0,011110001001110010,1.51448905468,"(68.0, 876.0)"
0,101001010000000011,1.02998900414,"(85.0, 1052.0)"
1,100100001100111111,1.44272398949,"(77.0, 966.0)"
1,101011010000000011,1.07248997688,"(88.0, 1052.0)"
1,000110010010011110,3.75243210793,"(30.0, 1120.0)"
1,111010101010000111,0.758525013924,"(113.0, 885.0)"
1,011101010101011010,1.61490404606,"(66.0, 1203.0)"
1,100100101101010001,0.758525013924,"(78.0, 974.0)"
2,100100011011111110,1.85689294338,"(77.0, 1388.0)"
2,000010110110100001,4.79821491241,"(24.0, 1234.0)"
2,110010001011010101,0.765969991684,"(99.0, 919.0)"
2,101010000000110111,1.49881994724,"(87.0, 625.0)"
2,100100101101010001,0.758525013924,"(78.0, 974.0)"
3,101101110100001100,1.12621200085,"(92.0, 1169.0)"
3,101011111110111010,2.02837395668,"(89.0, 1470.0)"
3,011010011000100111,1.85624694824,"(61.0, 1293.0)"
3,110010000001010110,1.79092395306,"(99.0, 638.0)"
3,100100101101010001,0.758525013924,"(78.0, 974.0)"
4,011100100011000010,1.89618802071,"(65.0, 686.0)"
4,000000100110100100,1.38645005226,"(21.0, 785.0)"
4,100011100110101010,1.78755903244,"(76.0, 788.0)"
4,010001110100101101,2.8436729908,"(48.0, 1183.0)"
4,100100101101010001,0.758525013924,"(78.0, 974.0)"
