,Generation,Solution,Fitness,Parameters,Fittest
8,0,"""111000100111011101000101""",0.480071008205,"(109.0, 810.0, 21.0, 7.0)",Population
59,1,"""111000000111011101000101""",0.451831996441,"(109.0, 810.0, 21.0, 7.0)",Population
70,2,"""111000100111011101000101""",0.438809990883,"(109.0, 810.0, 21.0, 7.0)",Population
104,3,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Population
124,4,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Fittest
155,5,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Fittest
186,6,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Fittest
217,7,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Fittest
248,8,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Fittest
279,9,"""111000000111011101000101""",0.36900100112,"(109.0, 810.0, 21.0, 7.0)",Fittest
338,10,"""111000100111011101000101""",0.353417992592,"(109.0, 810.0, 21.0, 7.0)",Population
341,11,"""111000100111011101000101""",0.353417992592,"(109.0, 810.0, 21.0, 7.0)",Fittest
372,12,"""111000100111011101000101""",0.353417992592,"(109.0, 810.0, 21.0, 7.0)",Fittest
403,13,"""111000100111011101000101""",0.353417992592,"(109.0, 810.0, 21.0, 7.0)",Fittest
443,14,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Population
465,15,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
496,16,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
527,17,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
558,18,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
589,19,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
620,20,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
651,21,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
682,22,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
713,23,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
744,24,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
775,25,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
806,26,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
837,27,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
868,28,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
899,29,"""111000000111011101000101""",0.295080006123,"(109.0, 810.0, 21.0, 7.0)",Fittest
