Generation,Solution,Fitness,Parameters
0,"""111101110101100011""",1.7739289999008179,"(117.0, 1207.0)"
0,"""000011000101010100""",1.923609972000122,"(25.0, 750.0)"
0,"""101011101010110010""",1.0201669931411743,"(89.0, 904.0)"
0,"""110010000110001101""",1.7217299938201904,"(99.0, 775.0)"
0,"""100000000001001100""",1.2721279859542847,"(71.0, 634.0)"
0,"""110111111101101101""",2.060786008834839,"(108.0, 1436.0)"
0,"""000011000101001100""",2.2696890830993652,"(25.0, 746.0)"
0,"""010111001101000110""",2.3624908924102783,"(57.0, 969.0)"
0,"""100001101010110010""",1.4584499597549438,"(73.0, 904.0)"
0,"""110000010100000000""",1.1889480352401733,"(96.0, 1163.0)"
0,"""110011101010110010""",0.9064030051231384,"(102.0, 904.0)"
0,"""000001001011100000""",3.0195350646972656,"(22.0, 924.0)"
0,"""100000000001001101""",1.7069849967956543,"(71.0, 634.0)"
0,"""110011101010110010""",1.039342999458313,"(102.0, 904.0)"
0,"""101011101010110010""",1.1775089502334595,"(89.0, 904.0)"
0,"""100001101010110010""",1.3563040494918823,"(73.0, 904.0)"
0,"""100000000001001101""",1.8919709920883179,"(71.0, 634.0)"
0,"""000011000101001100""",2.431385040283203,"(25.0, 746.0)"
1,"""010001111111001110""",3.070749044418335,"(48.0, 1479.0)"
1,"""101011101010110010""",1.1473720073699951,"(89.0, 904.0)"
1,"""111001100001011011""",1.2313469648361206,"(111.0, 641.0)"
1,"""100011101010110010""",1.616273045539856,"(76.0, 904.0)"
1,"""110100101010111111""",0.7859780192375183,"(103.0, 910.0)"
1,"""110011101010110010""",0.7421919703483582,"(102.0, 904.0)"
1,"""110011101010010010""",0.6727820038795471,"(102.0, 890.0)"
1,"""011011101110110100""",1.8243470191955566,"(64.0, 1017.0)"
1,"""110011101010110010""",0.9019929766654968,"(102.0, 904.0)"
1,"""110011101010010010""",0.7866650223731995,"(102.0, 890.0)"
1,"""110011101010110010""",0.8024250268936157,"(102.0, 904.0)"
1,"""110011101010110010""",0.9146789908409119,"(102.0, 904.0)"
1,"""101011101010110010""",1.1962100267410278,"(89.0, 904.0)"
1,"""100011101010110010""",1.1247390508651733,"(76.0, 904.0)"
2,"""000011001110011010""",3.311501979827881,"(25.0, 1006.0)"
2,"""100011101010010010""",1.423043966293335,"(76.0, 890.0)"
2,"""101100100001010001""",1.3880399465560913,"(91.0, 636.0)"
2,"""110011101010110010""",0.8542389869689941,"(102.0, 904.0)"
2,"""001111110000110111""",2.546865940093994,"(45.0, 1075.0)"
2,"""110011101010110010""",0.857234001159668,"(102.0, 904.0)"
2,"""010100000011001110""",1.9109669923782349,"(52.0, 691.0)"
2,"""110011101010110010""",0.7945730090141296,"(102.0, 904.0)"
2,"""110011101010010010""",0.8156089782714844,"(102.0, 890.0)"
2,"""110011101010110010""",0.916824996471405,"(102.0, 904.0)"
2,"""110011101010110010""",0.5466369986534119,"(102.0, 904.0)"
2,"""110011101010110010""",0.96561598777771,"(102.0, 904.0)"
2,"""100011101010010010""",1.3404550552368164,"(76.0, 890.0)"
3,"""111101101111101001""",1.5267289876937866,"(117.0, 1041.0)"
3,"""110011101010010010""",0.9069719910621643,"(102.0, 890.0)"
3,"""010010101000000000""",2.2188470363616943,"(50.0, 826.0)"
3,"""110011101010110010""",0.8468030095100403,"(102.0, 904.0)"
3,"""010100000000000100""",1.8193860054016113,"(52.0, 602.0)"
3,"""110011101010110010""",0.8112769722938538,"(102.0, 904.0)"
3,"""000110000101110010""",2.275391101837158,"(30.0, 763.0)"
3,"""110011101010010010""",0.7558940052986145,"(102.0, 890.0)"
3,"""110011101010110010""",0.7830619812011719,"(102.0, 904.0)"
3,"""110011101010010010""",0.8393039703369141,"(102.0, 890.0)"
3,"""110011101010110010""",0.725832998752594,"(102.0, 904.0)"
3,"""110011101010110010""",0.8316739797592163,"(102.0, 904.0)"
3,"""110011101010010010""",0.8023130297660828,"(102.0, 890.0)"
4,"""010101100001010101""",1.7138930559158325,"(54.0, 638.0)"
4,"""110011101010010010""",0.9556360244750977,"(102.0, 890.0)"
4,"""110101000111000100""",1.2776880264282227,"(104.0, 799.0)"
4,"""110011101010110010""",1.0096659660339355,"(102.0, 904.0)"
4,"""101110010100100001""",1.3493210077285767,"(93.0, 1178.0)"
4,"""110011101010110010""",0.8755589723587036,"(102.0, 904.0)"
4,"""100011000101011100""",1.9408620595932007,"(76.0, 754.0)"
4,"""110011101010110010""",0.8138049840927124,"(102.0, 904.0)"
4,"""110011101010110010""",0.9497470259666443,"(102.0, 904.0)"
4,"""110011101010110010""",0.9430639743804932,"(102.0, 904.0)"
4,"""110011101010110010""",0.8285509943962097,"(102.0, 904.0)"
4,"""110011101010010010""",0.7968930006027222,"(102.0, 890.0)"
4,"""110011101010110010""",0.853056013584137,"(102.0, 904.0)"
*,*,*,*
0,"""110011101010110010""",1.039342999458313,"(102.0, 904.0)"
1,"""110011101010010010""",0.7866650223731995,"(102.0, 890.0)"
2,"""110011101010010010""",0.8156089782714844,"(102.0, 890.0)"
3,"""110011101010110010""",0.7830619812011719,"(102.0, 904.0)"
4,"""110011101010110010""",0.9497470259666443,"(102.0, 904.0)"
