,Generation,Solution,Fitness,Parameters
2,0,111001101010111001,0.676515996456,"(111.0, 907.0)"
10,0,111001101010111001,0.676515996456,"(111.0, 907.0)"
15,1,111001101010111001,0.676515996456,"(111.0, 907.0)"
20,2,111001101010111001,0.676515996456,"(111.0, 907.0)"
25,3,111001101010111001,0.676515996456,"(111.0, 907.0)"
31,4,111001101010111001,0.676515996456,"(111.0, 907.0)"
