frame,timestamp,acc x (m/s^2),acc y (m/s^2),acc z (m/s^2),gyro x (rad/s),gyro y (rad/s),gyro z (rad/s),x (Ground truth),y (Ground truth),z (Ground truth),yaw (Ground Truth),pitch (Ground Truth),roll (Ground Truth)
197,5.0024138612207,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
198,5.01241386099719,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
199,5.02241386077367,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
200,5.03241386055015,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
201,5.04241386032663,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
202,5.05241386010312,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
203,5.0624138598796,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
204,5.07241385965608,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
205,5.08241385943256,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
206,5.09241385920905,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
207,5.10241385898553,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
208,5.11241385876201,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
209,5.12241385853849,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
210,5.13241385831498,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
211,5.14241385809146,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
212,5.15241385786794,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
213,5.16241385764442,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
214,5.17241385742091,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
215,5.18241385719739,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
216,5.19241385697387,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
217,5.20241385675035,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
218,5.21241385652684,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
219,5.22241385630332,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
220,5.2324138560798,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
221,5.24241385585628,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
222,5.25241385563277,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
223,5.26241385540925,0,0,9.8100004196167,0,0,0,-23.8005466461182,61.2423858642578,0.001868057181127,-0.596735239028931,0,0
224,5.27241385518573,0,0,9.18782424926758,8.29694556614413E-07,-3.47604867556583E-07,9.90720838700554E-11,-23.8005466461182,61.2423858642578,0.001805839478038,-0.596735239028931,0,0
225,5.28241385496222,0,0,9.90536689758301,8.51490426612145E-07,-3.52850406670768E-07,-8.77187211756336E-13,-23.8005466461182,61.2423858642578,0.001753158518113,-0.596735239028931,0,0
226,5.2924138547387,0,0,9.89392375946045,1.79934886546107E-07,3.77395981132622E-09,7.4402095595616E-11,-23.8005466461182,61.2423858642578,0.001708869938739,-0.596735239028931,0,0
227,5.30241385451518,0,0,9.88286304473877,8.53720337090635E-07,3.54077201336622E-07,3.64518276674275E-11,-23.8005466461182,61.2423858642578,0.001671867328696,-0.596735239028931,0,0
228,5.31241385429166,0,0,9.87294101715088,-3.79171751774265E-08,1.04604014339316E-08,-2.07856717948651E-11,-23.8005466461182,61.2423858642578,0.001641159062274,-0.596735239028931,0,0
229,5.32241385406815,0,0,9.86531448364258,8.4029557001486E-07,-3.38189948934087E-07,1.03311803556494E-12,-23.8005466461182,61.2423858642578,0.001615982037038,-0.596735239028931,0,0
230,5.33241385384463,0,0,9.85768508911133,-4.93101381948691E-08,1.65640123839239E-08,-3.35731442646647E-13,-23.8005466461182,61.2423858642578,0.001595573383383,-0.596735239028931,0,0
231,5.34241385362111,0,0,9.85119819641113,-7.60861311732697E-08,2.60745007807373E-08,4.53726292648504E-12,-23.8005466461182,61.2423858642578,0.001579284667969,-0.596735239028931,0,0
232,5.35241385339759,0,0,9.84585952758789,-1.00812762582336E-07,3.27251541420992E-08,5.81093159701673E-12,-23.8005466461182,61.2423858642578,0.001566581660882,-0.596735239028931,0,0
233,5.36241385317408,0,0,9.84051704406738,-1.25345763990481E-07,4.17318268830513E-08,6.07665653906686E-12,-23.8005466461182,61.2423858642578,0.001556930481456,-0.596735239028931,0,0
234,5.37241385295056,0,0,9.83594036102295,7.65390169021885E-08,4.83376005888658E-08,7.33582639078634E-12,-23.8005466461182,61.2423858642578,0.001549873268232,-0.596735239028931,0,0
235,5.38241385272704,0,0,9.83212661743164,-1.76405080765107E-07,5.73932510405939E-08,-9.60206220090853E-12,-23.8005466461182,61.2423858642578,0.001545028644614,-0.596735239028931,0,0
236,5.39241385250352,0,0,9.82869148254395,-2.13182872244033E-07,6.12372232922098E-08,4.195421787756E-11,-23.8005466461182,61.2423858642578,0.001542053185403,-0.596735239028931,0,0
237,5.40241385228001,0,0,9.82602214813232,-2.26862766794511E-07,7.06973679598377E-08,5.52710099910314E-11,-23.8005466461182,61.2423858642578,0.001540679950267,-0.596735239028931,0,0
238,5.41241385205649,0,0,9.82373332977295,-2.79911738232386E-08,7.40068983873243E-08,3.00469024661076E-12,-23.8005466461182,61.2423858642578,0.001540679950267,-0.596735239028931,0,0
239,5.42241385183297,0,0,9.8203010559082,6.26166524853034E-07,-2.69862255208864E-07,-4.22714988013162E-11,-23.8005466461182,61.2423858642578,0.001541709876619,-0.596735239028931,0,0
240,5.43241385160945,0,0,9.81953620910645,-2.9025326853116E-07,8.68279528276617E-08,1.11553405401921E-11,-23.8005466461182,61.2423858642578,0.001543693477288,-0.596735239028931,0,0
241,5.44241385138594,0,0,9.81724739074707,5.75246872358548E-07,-2.56556432987054E-07,-3.43215941778219E-11,-23.8005466461182,61.2423858642578,0.001546401996166,-0.596735239028931,0,0
242,5.45241385116242,0,0,9.8161039352417,-1.1710329061998E-07,9.72650937569597E-08,2.41979561388383E-11,-23.8005466461182,61.2423858642578,0.00154972076416,-0.596735239028931,0,0
243,5.4624138509389,0,0,9.81457901000977,-1.42190657470564E-07,1.05357955249019E-07,-3.05763574182105E-12,-23.8005466461182,61.2423858642578,0.0015534972772,-0.596735239028931,0,0
244,5.47241385071538,0,0,9.81343269348145,-3.89839414083326E-07,1.14404670625845E-07,-1.30580130042191E-11,-23.8005466461182,61.2423858642578,0.001557617099024,-0.596735239028931,0,0
