Generation,Solution,Fitness,Parameters
0,"""110101011101100111""",2.752113103866577,"(104.0, 1434.0)"
0,"""110100110010010111""",1.3230830430984497,"(103.0, 1117.0)"
0,"""011101100001000100""",2.3492069244384766,"(67.0, 630.0)"
0,"""001101100001000100""",2.022663116455078,"(42.0, 630.0)"
1,"""111101100001000100""",1.231328010559082,"(117.0, 630.0)"
1,"""001100110010010111""",3.4090769290924072,"(40.0, 1117.0)"
1,"""011101100001000100""",2.086668014526367,"(67.0, 630.0)"
1,"""001101100001000100""",2.7982969284057617,"(42.0, 630.0)"
2,"""001101100001000100""",2.3989028930664062,"(42.0, 630.0)"
2,"""011101100001000100""",1.7178369760513306,"(67.0, 630.0)"
2,"""001101100001000100""",2.055635929107666,"(42.0, 630.0)"
2,"""111101100001000100""",1.3861340284347534,"(117.0, 630.0)"
3,"""101101100001000100""",1.2732160091400146,"(92.0, 630.0)"
3,"""111101100001000100""",1.3618619441986084,"(117.0, 630.0)"
3,"""111101100001000100""",1.456637978553772,"(117.0, 630.0)"
3,"""011101100001000100""",1.355934977531433,"(67.0, 630.0)"
4,"""111101100001000100""",1.904168963432312,"(117.0, 630.0)"
4,"""111101100001000100""",1.739285945892334,"(117.0, 630.0)"
4,"""101001100001000100""",1.596742033958435,"(86.0, 630.0)"
4,"""111101100001000100""",1.710495948791504,"(117.0, 630.0)"
*,*,*,*
0,"""110100110010010111""",1.3230830430984497,"(103.0, 1117.0)"
1,"""111101100001000100""",1.231328010559082,"(117.0, 630.0)"
2,"""111101100001000100""",1.231328010559082,"(117.0, 630.0)"
3,"""111101100001000100""",1.231328010559082,"(117.0, 630.0)"
4,"""111101100001000100""",1.231328010559082,"(117.0, 630.0)"
