,
20,8.328722
25,5.479504
30,4.709435
35,4.505232
40,4.61946
45,3.249248
50,2.652155
55,2.113441
60,1.909512
65,2.080005
70,1.286744
75,1.266245
80,1.186872
85,1.282994
90,1.598337
