,
500,2.147116
600,1.85802
700,1.737133
800,2.305463
900,2.569797
1000,2.931732
1100,3.510707
1200,3.613255
1300,5.867598
1400,7.745068
1500,16.015787
1600,15.271535
1700,22.123387
1800,22.251898
1900,28.150577
2000,30.340735
