Generation,Solution,Fitness,Parameters,Fittest
0,"""110100010000100010001101""",1.0316400527954102,"(102.0, 1066.0, 25.0, 8.0)",Fittest
0,"""111110010010111001101000""",1.0906269550323486,"(118.0, 1132.0, 39.0, 13.0)",Elite
0,"""110000101101101100101010""",1.151286005973816,"(97.0, 986.0, 40.0, 14.0)",Elite
0,"""111101100010110101110111""",1.4308500289916992,"(117.0, 680.0, 46.0, 16.0)",Population
0,"""110100010000100010001101""",0.965254008769989,"(102.0, 1066.0, 25.0, 8.0)",Population
0,"""101100101111101010011100""",1.6380280256271362,"(91.0, 1041.0, 33.0, 11.0)",Population
0,"""001000000100000101101110""",1.689713954925537,"(33.0, 715.0, 42.0, 14.0)",Population
0,"""111110000011101111110010""",1.9644019603729248,"(118.0, 706.0, 44.0, 15.0)",Population
0,"""001000000100100101101110""",2.28334903717041,"(33.0, 729.0, 42.0, 14.0)",Population
0,"""111110010010111001101000""",1.1602829694747925,"(118.0, 1132.0, 39.0, 13.0)",Population
0,"""100110011000111011011101""",1.7277380228042603,"(80.0, 1302.0, 33.0, 11.0)",Population
0,"""100110011010111011011101""",1.6355559825897217,"(80.0, 1358.0, 33.0, 11.0)",Population
0,"""000110100001001111111011""",1.7372009754180908,"(31.0, 635.0, 48.0, 16.0)",Population
0,"""100110011010111011011101""",1.7304819822311401,"(80.0, 1358.0, 33.0, 11.0)",Population
0,"""110100110010101100000000""",1.4402049779891968,"(103.0, 1126.0, 18.0, 6.0)",Population
0,"""001000101110100100101100""",2.6955389976501465,"(34.0, 1010.0, 41.0, 14.0)",Population
0,"""010010110111011010111111""",3.1079089641571045,"(50.0, 1259.0, 50.0, 17.0)",Population
0,"""000000100010100001010001""",2.0814390182495117,"(21.0, 671.0, 27.0, 9.0)",Population
0,"""110100110010101100001000""",1.1493209600448608,"(103.0, 1126.0, 23.0, 8.0)",Population
0,"""101100101111101010011100""",1.5207959413528442,"(91.0, 1041.0, 33.0, 11.0)",Population
0,"""111110010010111001101000""",1.113569974899292,"(118.0, 1132.0, 39.0, 13.0)",Population
0,"""110000101101101100101010""",1.4050630331039429,"(97.0, 986.0, 40.0, 14.0)",Population
0,"""111110100110111110111101""",1.85213303565979,"(119.0, 797.0, 49.0, 17.0)",Population
0,"""110100110010101100000000""",1.5569109916687012,"(103.0, 1126.0, 18.0, 6.0)",Population
0,"""110100010000100010001101""",0.9346219897270203,"(102.0, 1066.0, 25.0, 8.0)",Population
0,"""101100101101101010011100""",1.5668569803237915,"(91.0, 985.0, 33.0, 11.0)",Population
0,"""011100101110100100101100""",2.285818099975586,"(65.0, 1010.0, 41.0, 14.0)",Population
0,"""100000101101101100101010""",2.057183027267456,"(72.0, 986.0, 40.0, 14.0)",Population
0,"""110100010000100010001101""",0.970058023929596,"(102.0, 1066.0, 25.0, 8.0)",Population
0,"""110100010000100110001101""",0.8828099966049194,"(102.0, 1067.0, 25.0, 8.0)",Population
0,"""110000101101101100101010""",1.386268973350525,"(97.0, 986.0, 40.0, 14.0)",Population
1,"""110100010000100110001101""",0.8828099966049194,"(102.0, 1067.0, 25.0, 8.0)",Fittest
1,"""110100010000100010001101""",0.9346219897270203,"(102.0, 1066.0, 25.0, 8.0)",Elite
1,"""110100010000100010001101""",0.965254008769989,"(102.0, 1066.0, 25.0, 8.0)",Elite
