,Generation,Solution,Fitness,Parameters,Fittest
7,0,"""110001101111010011111010""",0.46168500185,"(98.0, 1031.0, 48.0, 16.0)",Population
31,1,"""110001101111010011111010""",0.46168500185,"(98.0, 1031.0, 48.0, 16.0)",Fittest
62,2,"""110001101111010011111010""",0.46168500185,"(98.0, 1031.0, 48.0, 16.0)",Fittest
93,3,"""110001101111010011111010""",0.46168500185,"(98.0, 1031.0, 48.0, 16.0)",Fittest
124,4,"""110001101111010011111010""",0.46168500185,"(98.0, 1031.0, 48.0, 16.0)",Fittest
155,5,"""110001101111010011111010""",0.46168500185,"(98.0, 1031.0, 48.0, 16.0)",Fittest
199,6,"""110001101111010011111010""",0.432440012693,"(98.0, 1031.0, 48.0, 16.0)",Population
217,7,"""110001101111010011111010""",0.432440012693,"(98.0, 1031.0, 48.0, 16.0)",Fittest
252,8,"""110001101111010011111010""",0.415623009205,"(98.0, 1031.0, 48.0, 16.0)",Population
304,9,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Population
310,10,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
341,11,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
372,12,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
403,13,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
434,14,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
465,15,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
496,16,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
527,17,"""110011101111010011111011""",0.377407997847,"(102.0, 1031.0, 48.0, 16.0)",Fittest
576,18,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Population
589,19,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
620,20,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
651,21,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
682,22,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
713,23,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
744,24,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
775,25,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
806,26,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
837,27,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
868,28,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
899,29,"""111001001011010011111010""",0.375512003899,"(110.0, 918.0, 48.0, 16.0)",Fittest
