,Generation,Solution,Fitness,Parameters,Fittest
15,0,"""101100010100111001111110""",0.470384985209,"(90.0, 1188.0, 50.0, 17.0)",Population
37,1,"""101100010100111001111110""",0.446521013975,"(90.0, 1188.0, 50.0, 17.0)",Population
62,2,"""101100010100111001111110""",0.446521013975,"(90.0, 1188.0, 50.0, 17.0)",Fittest
93,3,"""101100010100111001111110""",0.446521013975,"(90.0, 1188.0, 50.0, 17.0)",Fittest
150,4,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Population
155,5,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
186,6,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
217,7,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
248,8,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
279,9,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
310,10,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
341,11,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
372,12,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
403,13,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
434,14,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
465,15,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
496,16,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
527,17,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
558,18,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
589,19,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
620,20,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
651,21,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
682,22,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
713,23,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
744,24,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
775,25,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
806,26,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
837,27,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
868,28,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
899,29,"""101100010100111011111110""",0.370499014854,"(90.0, 1189.0, 50.0, 17.0)",Fittest
