,Generation,Solution,Fitness,Parameters
4,0,110110101111001110,1.25283002853,"(106.0, 1029.0)"
12,1,111101111110101101,0.441505998373,"(117.0, 1464.0)"
14,2,110010000110001000,1.37337899208,"(99.0, 773.0)"
20,3,111000000001101110,1.37624299526,"(109.0, 649.0)"
25,4,100110001111110011,0.996001005173,"(80.0, 1045.0)"
