,Generation,Solution,Fitness,Parameters
1,0,"""110100110010010111""",1.3230830431,"(103.0, 1117.0)"
4,1,"""111101100001000100""",1.23132801056,"(117.0, 630.0)"
11,2,"""111101100001000100""",1.38613402843,"(117.0, 630.0)"
12,3,"""101101100001000100""",1.27321600914,"(92.0, 630.0)"
18,4,"""101001100001000100""",1.59674203396,"(86.0, 630.0)"
