frame,timestamp,acc x (m/s^2),acc y (m/s^2),acc z (m/s^2),gyro x (rad/s),gyro y (rad/s),gyro z (rad/s)
309,6.262100328225642,-0.06239369511604309,-0.12557628750801086,0.2874082922935486,0.0011103075230494142,-0.0002767643891274929,-2.6645197976904456e-06
310,6.272100328002125,-0.04568476974964142,0.19318433105945587,0.028504790738224983,-0.0026659052819013596,0.001235869014635682,2.3379375306831207e-06
311,6.282100327778608,-0.02229451574385166,0.03176840394735336,-0.18618541955947876,-0.005553543101996183,0.002387013752013445,6.083585503802169e-06
312,6.29210032755509,-0.018918342888355255,-0.1295536309480667,-10.167356491088867,-0.007723976857960224,0.003248280845582485,8.743277248868253e-06
312,6.29210032755509,-0.018918342888355255,-0.1295536309480667,-10.167356491088867,-0.007723976857960224,0.003248280845582485,8.743277248868253e-06
314,6.312100327108055,-0.003367997705936432,0.10769786685705185,-0.6152320504188538,-0.010449521243572235,0.004318768624216318,1.1549067494343035e-05
315,6.322100326884538,0.0050112344324588776,-0.05366247519850731,-0.7058616280555725,-0.011214049533009529,0.00461262371391058,1.2042139132972807e-05
316,6.3321003266610205,4.6562403440475464e-05,0.025123272091150284,-0.7725291848182678,-0.011686509475111961,0.004790452774614096,1.2112166587030515e-05
317,6.342100326437503,0.00509672611951828,0.10387011617422104,-0.8250089287757874,-0.011929969303309917,0.004875392187386751,1.188476562674623e-05
318,6.352100326213986,0.009078056551516056,0.02267644926905632,-0.8583140969276428,-0.011994282715022564,0.004889283794909716,1.144372799899429e-05
319,6.362100325990468,0.008622351102530956,0.021554969251155853,-0.8804593682289124,-0.011916611343622208,0.004847472999244928,1.0859092071768828e-05
320,6.372100325766951,0.013184873387217522,0.020440824329853058,-0.8930583596229553,-0.011735249310731888,0.004763966426253319,1.0190799002884887e-05
321,6.382100325543433,0.012769985944032669,0.019418880343437195,-0.8934264779090881,-0.011469556018710136,0.0046479408629238605,9.472921192354988e-06
322,6.392100325319916,0.012371036224067211,0.018433405086398125,-0.8899875283241272,-0.011145365424454212,0.004509706050157547,8.74231136549497e-06
323,6.402100325096399,0.00699228048324585,0.017530981451272964,-0.8781638741493225,-0.010777912102639675,0.004354970995336771,8.017522304726299e-06
324,6.412100324872881,0.015538632869720459,-0.1434297263622284,-0.8610931038856506,-0.010380851104855537,0.004189264960587025,7.315777111216448e-06
325,6.422100324649364,0.012375563383102417,0.17573797702789307,-0.8429780602455139,-0.009967337362468243,0.004016506019979715,6.649004717473872e-06
326,6.432100324425846,0.005956995766609907,0.014960774220526218,-0.8159709572792053,-0.009540867060422897,0.0038410332053899765,6.021346052875742e-06
327,6.442100324202329,0.02564181387424469,0.01404418796300888,-0.7911773324012756,-0.009112960658967495,0.003665144555270672,5.435080311144702e-06
328,6.4521003239788115,0.006436169147491455,0.1734355241060257,-0.7632079720497131,-0.00868812296539545,0.003490075469017029,4.8958186198433395e-06
329,6.462100323755294,0.012880593538284302,-0.3073255121707916,-0.7323585152626038,-0.008268299512565136,0.0033177072182297707,4.4010057536070235e-06
330,6.472100323531777,0.005880832672119141,0.1720517873764038,-0.705562174320221,-0.007857555523514748,0.003150675445795059,3.9452047531085555e-06
331,6.482100323308259,0.014532933011651039,0.011348610743880272,-0.6733041405677795,-0.007458843290805817,0.0029876059852540493,3.5334614949533716e-06
332,6.492100323084742,0.014288878068327904,0.010744467377662659,-0.6408811211585999,-0.007071583531796932,0.0028302473947405815,3.1581203074892983e-06
333,6.502100322861224,0.004057477228343487,0.010227859020233154,-0.6134143471717834,-0.006698430050164461,0.0026788748800754547,2.822280293912627e-06
334,6.512100322637707,0.00883638858795166,0.009645258076488972,-0.5806031823158264,-0.0063399397768080235,0.0025333482772111893,2.5169365471811034e-06
335,6.52210032241419,0.0047182440757751465,0.1691495031118393,-0.5510020852088928,-0.0059981499798595905,0.0023951788898557425,2.244872121082153e-06
336,6.532100322190672,0.011246472597122192,-0.31140556931495667,-0.5242305397987366,-0.0056702811270952225,0.0022619471419602633,2.00076920009451e-06
337,6.542100321967155,0.009332001209259033,0.16814512014389038,-0.4933839440345764,-0.005357207730412483,0.002136781346052885,1.780362026693183e-06
338,6.552100321743637,0.00306166079826653,0.00773304607719183,-0.4673076272010803,-0.005058692768216133,0.002016386017203331,1.5840864762139972e-06
339,6.56210032152012,0.017892707139253616,0.007209292612969875,-0.4398418068885803,-0.004775521345436573,0.0019023045897483826,1.4082418147154385e-06
340,6.5721003212966025,0.0027313772588968277,0.006905040703713894,-0.4158034920692444,-0.00450715608894825,0.0017938960809260607,1.2518055427790387e-06
341,6.582100321073085,0.002579040126875043,0.006521653383970261,-0.3913894295692444,-0.0042545427568256855,0.0016922077629715204,1.1131099881822593e-06
342,6.592100320849568,0.007434763014316559,0.006127230357378721,-10.176980018615723,-0.004011326469480991,0.0015947169158607721,9.878124274109723e-07
342,6.592100320849568,0.007434763014316559,0.006127230357378721,-10.176980018615723,-0.004011326469480991,0.0015947169158607721,9.878124274109723e-07
343,6.60210032062605,0.008389368653297424,0.1657797247171402,-0.34533077478408813,-0.0037831850349903107,0.0015033395029604435,8.772511819188367e-07
345,6.622100320179015,0.007046276703476906,0.005150184500962496,-0.3047948479652405,-0.0033627799712121487,0.001335199922323227,6.912966910022078e-07
346,6.632100319955498,-0.0030681334901601076,0.00492558628320694,-0.2834344506263733,-0.003169802250340581,0.0012578278547152877,6.140252821751346e-07
347,6.642100319731981,0.005731165409088135,-0.1554149091243744,-0.26656967401504517,-0.002987528918311,0.0011842489475384355,5.448502520266629e-07
348,6.652100319508463,0.01280982792377472,0.16428227722644806,-10.058794021606445,-0.00281485915184021,0.0011161250295117497,4.831090336665511e-07
348,6.652100319508463,0.01280982792377472,0.16428227722644806,-10.058794021606445,-0.00281485915184021,0.0011161250295117497,4.831090336665511e-07
350,6.672100319061428,-0.0034710548352450132,0.003906804136931896,-0.21781784296035767,-0.0024975971318781376,0.000990245956927538,3.8018697523511946e-07
351,6.682100318837911,0.006440608762204647,0.0036194571293890476,-0.20294243097305298,-0.0023559837136417627,0.0009323481936007738,3.3726314541127067e-07
352,6.6921003186143935,0.0013589540030807257,0.0034484094940125942,-0.18997341394424438,-0.0022183486726135015,0.000877889571711421,2.9884586183470674e-07
353,6.702100318390876,0.006280336994677782,0.0032138507813215256,-0.17662006616592407,-0.002089204266667366,0.0008268668316304684,2.650828605510469e-07
354,6.712100318167359,-0.003792643314227462,0.00309584173373878,-0.16517597436904907,-0.0019674296490848064,0.0007785294437780976,2.350955412566691e-07
355,6.722100317943841,0.006138383410871029,0.0028565111570060253,-0.15335136651992798,-0.0018533278489485383,0.000732803950086236,2.0817941503992188e-07
356,6.732100317720324,0.0021641701459884644,0.16272005438804626,-0.14309555292129517,-0.0017457881476730108,0.0006899251602590084,1.846312329689681e-07
357,6.742100317496806,0.004919126629829407,-0.15746359527111053,-0.1330905556678772,-0.0016433990094810724,0.0006490506930276752,1.6363952681786031e-07
358,6.752100317273289,0.0059525566175580025,0.0023856996558606625,-0.12321525812149048,-0.001547978026792407,0.0006117398734204471,1.4507648415928998e-07
359,6.7621003170497715,-0.0035563185811042786,0.08231444656848907,-0.11598449945449829,-0.0014588187914341688,0.000575321726500988,1.2851813835368375e-07
360,6.772100316826254,0.005299791693687439,-0.07788226008415222,-0.10679394006729126,-0.0013740897411480546,0.0005423717084340751,1.1424182844166353e-07
361,6.782100316602737,-0.003657795488834381,0.08205460757017136,-0.09919887781143188,-0.0012946277856826782,0.0005105308955535293,1.0130001726338378e-07
362,6.792100316379219,0.005204871296882629,-0.07812239229679108,-0.09268146753311157,-0.0012193325674161315,0.0004805320641025901,8.983127486317244e-08
363,6.802100316155702,0.006252683699131012,0.08176136016845703,-0.08546406030654907,-0.0011477014049887657,0.00045206007780507207,7.955163994211034e-08
364,6.8121003159321845,-0.005424201488494873,-0.15826737880706787,-0.07931667566299438,-0.00107978330925107,0.00042514532105997205,7.053412076629684e-08
365,6.822100315708667,0.011173270642757416,0.08152700960636139,-0.07478100061416626,-0.0010167156578972936,0.00040082389023154974,6.233077698425404e-08
366,6.83210031548515,-0.009954266250133514,-0.0784250795841217,-0.06750732660293579,-0.0009569140383973718,0.0003776542725972831,5.5215089389548666e-08
367,6.842100315261632,0.011101946234703064,0.08134713023900986,-9.873717308044434,-0.0009027437190525234,0.00035525253042578697,4.874247139241561e-08
367,6.842100315261632,0.011101946234703064,0.08134713023900986,-9.873717308044434,-0.0009027437190525234,0.00035525253042578697,4.874247139241561e-08
369,6.862100314814597,0.004948459565639496,-0.0787748396396637,-0.054920729249715805,-0.0007988021243363619,0.00031451391987502575,3.836398576595457e-08
370,6.87210031459108,0.006010904908180237,0.08114925771951675,-0.05036407336592674,-0.0007536847842857242,0.00029671023366972804,3.3950446010067026e-08
371,6.8821003143675625,0.005438689608126879,0.001078811939805746,-0.046157415956258774,-0.0007096859044395387,0.00027896679239347577,3.024787531558104e-08
372,6.892100314144045,-0.010677769780158997,-0.15887732803821564,-0.04385238513350487,-0.0006678259233012795,0.0002621840394567698,2.6745254899651627e-08
373,6.902100313920528,0.006480202078819275,0.1609509438276291,-0.039689596742391586,-0.0006283798720687628,0.00024729070719331503,2.3661790748974454e-08
374,6.91210031369701,0.005365689750760794,0.0008976291865110397,-0.03738456591963768,-0.0005921660922467709,0.0002330687129870057,2.100675899896487e-08
375,6.922100313473493,-0.009655962698161602,0.0009430237114429474,-0.03356796130537987,-0.0005571909132413566,0.000218662666156888,1.845771890884862e-08
376,6.932100313249975,0.009779304265975952,-0.07924354821443558,-0.032798346132040024,-0.0005264507490210235,0.00020598439732566476,1.6580191442017167e-08
377,6.942100313026458,0.0008523315191268921,0.0807744488120079,-9.838235855102539,-0.0004945675609633327,0.00019416675786487758,1.4653107172080126e-08
377,6.942100313026458,0.0008523315191268921,0.0807744488120079,-9.838235855102539,-0.0004945675609633327,0.00019416675786487758,1.4653107172080126e-08
379,6.962100312579423,0.01027153804898262,0.0006197122856974602,-0.025559959933161736,-0.000437700015027076,0.00017162488074973226,1.1421340317951945e-08
380,6.972100312355906,0.00025552051374688745,0.000646428728941828,-0.022505341097712517,-0.0004125427803955972,0.00016150911687873304,1.0083025969720438e-08
381,6.982100312132388,0.005248831585049629,0.0005956972017884254,-0.2742772698402405,0.0,0.0,0.0
382,6.992100311908871,0.000257591949775815,0.0006516691064462066,0.05683845654129982,-0.00013840003521181643,5.465044523589313e-05,1.3010028609983237e-09
383,7.0021003116853535,-0.005300745368003845,-0.07934128493070602,0.015264931134879589,-0.00017527634918224066,6.893582758493721e-05,1.7152297360212287e-09
384,7.012100311461836,0.005782045423984528,0.08056565374135971,0.01182121317833662,-0.0002024760760832578,7.984202238731086e-05,3.1543909706499562e-09
385,7.022100311238319,-0.009771504439413548,0.0006487583741545677,0.009538116864860058,-0.00021999645105097443,8.690163667779416e-05,3.6538461145596557e-09
386,7.032100311014801,0.010218597948551178,0.00048602279275655746,0.006484451238065958,-0.0002314054436283186,9.14137635845691e-05,3.924786717846018e-09
387,7.042100310791284,-0.0047904313541948795,0.000567376147955656,-9.804278373718262,-0.0002379901852691546,9.438260167371482e-05,3.899274680918552e-09
387,7.042100310791284,-0.0047904313541948795,0.000567376147955656,-9.804278373718262,-0.0002379901852691546,9.438260167371482e-05,3.899274680918552e-09
389,7.062100310344249,0.005190540105104446,0.0004519275389611721,0.001906814519315958,-0.00024054848472587764,9.523596963845193e-05,3.8625995735230845e-09
390,7.072100310120732,-0.004817443434149027,0.0004939320497214794,0.00038284301990643144,-0.00023878546198830009,9.347201557829976e-05,3.6264946601249903e-09
391,7.082100309897214,0.00017307756934314966,0.0004389102687127888,-9.8100004196167,-0.00023328680254053324,9.154358122032136e-05,3.473099585704631e-09
391,7.082100309897214,0.00017307756934314966,0.0004389102687127888,-9.8100004196167,-0.00023328680254053324,9.154358122032136e-05,3.473099585704631e-09
393,7.102100309450179,-0.010391078889369965,-0.07953812927007675,-0.0019050217233598232,-0.00023175070236902684,8.660730964038521e-05,-1.3412284260994056e-07
394,7.112100309226662,0.01069273054599762,0.08030081540346146,-9.812671661376953,-0.00021973659750074148,8.332084689754993e-05,-3.580256091595402e-08
394,7.112100309226662,0.01069273054599762,0.08030081540346146,-9.812671661376953,-0.00021973659750074148,8.332084689754993e-05,-3.580256091595402e-08
396,7.132100308779627,0.0051319897174835205,0.0002949773333966732,-0.0030513382516801357,-0.0001997870858758688,7.636565715074539e-05,-3.562591555095196e-09
397,7.14210030855611,-0.004874797072261572,0.00034750113263726234,-0.003433761652559042,-0.00018888156046159565,7.349326187977567e-05,-2.4383912666792185e-09
398,7.152100308332592,0.0051179612055420876,0.0002636360004544258,-0.0030513382516801357,-0.0001791472313925624,6.9329485995695e-05,-2.1381230119743577e-09
399,7.162100308109075,-0.004881821107119322,0.0003318078815937042,-0.004196701105684042,-0.00016921813949011266,6.672128802165389e-05,-1.8603842910636104e-09
400,7.172100307885557,0.0051050931215286255,0.00022705132141709328,-0.0038133240304887295,-0.00016101292567327619,6.290170131251216e-05,-1.6653095569196807e-09
401,7.18210030766204,0.00010521303920540959,0.00026116464869119227,-0.0034347153268754482,-0.00015309655282180756,6.0017278883606195e-05,-1.4912082679785499e-09
402,7.192100307438523,-0.004906372167170048,0.0002691242843866348,-0.004574356134980917,-0.00014449232548940927,5.6371805840171874e-05,-1.5287403565267255e-09
403,7.202100307215005,0.005093410145491362,0.00020095380023121834,-0.0030541992746293545,-0.00013638993550557643,5.374566535465419e-05,-1.2512293423583287e-09
404,7.212100306991488,-0.009915600530803204,0.0002771308645606041,-0.0038133240304887295,-0.00012735706695821136,5.0781003665179014e-05,-1.241124203410493e-09
405,7.22210030676797,0.010083931498229504,0.00014070887118577957,-0.0041947937570512295,-0.00012344862625468522,4.8224348574876785e-05,-7.153037606677515e-10
406,7.232100306544453,7.482108048861846e-05,0.00018282239034306258,-0.0030513382516801357,-0.0001139948726631701,4.540504596661776e-05,-1.2542943350624114e-09
407,7.2421003063209355,7.481816282961518e-05,0.0001828152744565159,-9.813433647155762,-0.00010847639350686222,4.233638901496306e-05,-7.277569102903669e-10
407,7.2421003063209355,7.481816282961518e-05,0.0001828152744565159,-9.813433647155762,-0.00010847639350686222,4.233638901496306e-05,-7.277569102903669e-10
409,7.262100305873901,0.005612172186374664,0.08012596517801285,-0.0034328079782426357,-9.721257083583623e-05,3.8421625504270196e-05,-6.17553563841966e-10
410,7.272100305650383,5.8456254919292405e-05,0.00014626362826675177,-0.0026689148508012295,-9.139454778051004e-05,3.625913814175874e-05,-6.782272521377308e-10
411,7.282100305426866,5.845168197993189e-05,0.0001462522050132975,-0.0034347153268754482,-8.61057051224634e-05,3.4323024010518566e-05,-5.537151848145072e-10
412,7.292100305203348,-0.004941427614539862,0.00018036691471934319,-0.0026679611764848232,-8.186746708815917e-05,3.2287720387103036e-05,-4.674546305594163e-10
413,7.302100304979831,0.0050489893183112144,8.604675531387329e-05,-0.002289352472871542,-7.569156878162175e-05,3.019204450538382e-05,-6.145863817863528e-10
414,7.312100304756314,4.910133429802954e-05,0.00012014043750241399,-0.0030503845773637295,-7.266769534908235e-05,2.8760405257344246e-05,-2.2161850132818017e-10
415,7.322100304532796,4.91070568386931e-05,0.00012015442916890606,-0.001907882746309042,-6.823685544077307e-05,2.6970665203407407e-05,-4.51070625295813e-10
416,7.332100304309279,4.208850077702664e-05,9.925031918101013e-05,-0.0026689148508012295,-6.466945342253894e-05,2.552787191234529e-05,-2.921790587251394e-10
417,7.342100304085761,-0.00495779188349843,0.00013336120173335075,-0.001907882746309042,-6.11514478805475e-05,2.411296372883953e-05,-2.932694920243506e-10
418,7.352100303862244,0.005041972268372774,6.514694541692734e-05,-0.002670822199434042,-5.6552984460722655e-05,2.239691821159795e-05,-3.8858474771252816e-10
419,7.3621003036387265,4.2093408410437405e-05,9.926188795361668e-05,-0.0015254593454301357,-5.431736644823104e-05,2.1083291358081624e-05,-1.1979278680129823e-10
420,7.372100303415209,3.273804395576008e-05,7.836161239538342e-05,-0.0019059753976762295,-5.160334694664925e-05,1.949722718563862e-05,-2.692241984902921e-10
421,7.382100303191692,3.273804395576008e-05,7.836161239538342e-05,-0.0019059753976762295,-4.733930109068751e-05,1.942195558513049e-05,-2.119355524410338e-10
422,7.392100302968174,3.2740586902946234e-05,7.836769509594887e-05,-0.001144943293184042,-4.547188291326165e-05,1.7689400920062326e-05,-1.3005245491637396e-10
423,7.402100302744657,3.2668009225744754e-05,7.819397433195263e-05,-0.022887764498591423,0.0,0.0,0.0
424,7.412100302521139,3.2744414056651294e-05,7.837684825062752e-05,4.1961669694501325e-07,-1.531945963506587e-05,6.0906131693627685e-06,1.6673891156671061e-09
425,7.422100302297622,3.278260555816814e-05,7.846827793400735e-05,0.011444511823356152,-1.9611334209912457e-05,7.922847544250544e-06,-2.428658940623052e-10
426,7.4321003020741045,3.270621527917683e-05,7.828541856724769e-05,-9.821443557739258,-2.3820797650841996e-05,8.258475645561703e-06,-8.586698713175522e-11
426,7.4321003020741045,3.270621527917683e-05,7.828541856724769e-05,-9.821443557739258,-2.3820797650841996e-05,8.258475645561703e-06,-8.586698713175522e-11
428,7.45210030162707,2.568572926975321e-05,6.259906513150781e-05,-0.016021309420466423,-2.641611354192719e-05,9.973864507628605e-06,-3.769692544230985e-11
429,7.462100301403552,-0.009973990730941296,0.00013102684170007706,-9.791308403015137,-2.632848008943256e-05,9.928086001309566e-06,-1.1651912767973727e-10
429,7.462100301403552,-0.009973990730941296,0.00013102684170007706,-9.791308403015137,-2.632848008943256e-05,9.928086001309566e-06,-1.1651912767973727e-10
431,7.4821003009565175,2.570073411334306e-05,6.26356340944767e-05,-0.010300216265022755,-2.7661923013511114e-05,1.0506080798222683e-05,-7.518867473077506e-11
432,7.492100300733,2.5780769647099078e-05,6.283069524215534e-05,-9.789782524108887,-2.6446217816555873e-05,1.0055920938611962e-05,-1.662823906345423e-10
432,7.492100300733,2.5780769647099078e-05,6.283069524215534e-05,-9.789782524108887,-2.6446217816555873e-05,1.0055920938611962e-05,-1.662823906345423e-10
434,7.512100300285965,1.871108906925656e-05,4.180098039796576e-05,4.1961669694501325e-07,-2.535829844418913e-05,9.819770639296621e-06,-8.877710372390268e-11
435,7.522100300062448,1.8691443983698264e-05,4.1757091821637005e-05,-0.010300216265022755,-2.4201701307902113e-05,9.333853085990995e-06,-1.0274142647759277e-10
436,7.53210029983893,1.8748196453088894e-05,4.188387538306415e-05,0.01945442147552967,-2.402004975010641e-05,8.73356475494802e-06,-1.9247377996967074e-11
437,7.542100299615413,1.8673987142392434e-05,4.171808541286737e-05,-9.829453468322754,-2.2654112399322912e-05,9.077609320229385e-06,-3.8443179195546406e-11
437,7.542100299615413,1.8673987142392434e-05,4.171808541286737e-05,-9.829453468322754,-2.2654112399322912e-05,9.077609320229385e-06,-3.8443179195546406e-11
439,7.562100299168378,1.867543687694706e-05,4.172133048996329e-05,-0.01869255118072033,-2.1464700694195926e-05,7.657823516638018e-06,4.308994133728206e-12
440,7.572100298944861,1.8744558474281803e-05,4.187574813840911e-05,0.01754707284271717,-1.9483824871713296e-05,7.666074452572502e-06,-1.2815482008932122e-10
441,7.582100298721343,1.867762148322072e-05,4.172621265752241e-05,-9.827546119689941,-1.9426046492299065e-05,7.214363904495258e-06,4.470351866459055e-11
441,7.582100298721343,1.867762148322072e-05,4.172621265752241e-05,-9.827546119689941,-1.9426046492299065e-05,7.214363904495258e-06,4.470351866459055e-11
443,7.602100298274308,1.867980245151557e-05,4.17310802731663e-05,-0.01640373282134533,-1.612262349226512e-05,6.3993393268901855e-06,-1.704197338803226e-10
444,7.612100298050791,1.1711255865520798e-05,2.6163197617279366e-05,0.014113846234977245,-1.6191301256185398e-05,6.734714588674251e-06,1.640838021010893e-10
445,7.622100297827274,1.1677606380544603e-05,2.6088022423209623e-05,-0.014113006182014942,-1.6069025150500238e-05,5.600059012067504e-06,-9.58736701139884e-11
446,7.632100297603756,1.1710801118169911e-05,2.616218444018159e-05,0.013733330182731152,-1.4865195225866046e-05,5.4370975703932345e-06,-8.81306971844964e-11
447,7.642100297380239,1.167806112789549e-05,2.6089039238286205e-05,-9.823732376098633,-1.3454579857352655e-05,5.200912710279226e-06,-5.786950085795439e-11
447,7.642100297380239,1.167806112789549e-05,2.6089039238286205e-05,-9.823732376098633,-1.3454579857352655e-05,5.200912710279226e-06,-5.786950085795439e-11
449,7.662100296933204,1.1680333045660518e-05,2.60941160377115e-05,-0.011826095171272755,-1.3149308870197274e-05,4.521800292422995e-06,1.4963263961220719e-10
450,7.6721002967096865,-0.004988177213817835,6.025657057762146e-05,0.010301056317985058,-1.1911723959201481e-05,4.4440848796512e-06,-1.2618930900210046e-10
451,7.682100296486169,0.005011565983295441,-8.005183190107346e-06,-9.820300102233887,-1.1598437595239375e-05,3.970788384322077e-06,-1.933476295734593e-11
451,7.682100296486169,0.005011565983295441,-8.005183190107346e-06,-9.820300102233887,-1.1598437595239375e-05,3.970788384322077e-06,-1.933476295734593e-11
453,7.702100296039134,1.1711710612871684e-05,2.6164214432355948e-05,0.014495315961539745,-9.840224265644792e-06,3.547117557900492e-06,1.1500684432563801e-10
454,7.712100295815617,1.1677151633193716e-05,2.6087007427122444e-05,-0.014494475908577442,-9.769311873242259e-06,3.2610996640869416e-06,-3.340643733862336e-11
455,7.722100295592099,1.1694432032527402e-05,2.6125610020244494e-05,4.1961669694501325e-07,-9.33897990762489e-06,3.6423630263016094e-06,1.614950187467379e-11
456,7.732100295368582,1.170761970570311e-05,2.615507401060313e-05,0.011063995771110058,-8.148463166435249e-06,2.9426737455651164e-06,-1.2784229230788924e-10
457,7.742100295145065,1.1681242540362291e-05,2.6096146029885858e-05,-0.011063155718147755,-7.7130116551416e-06,3.246198502893094e-06,6.707924493642992e-11
458,7.752100294921547,1.1694432032527402e-05,2.6125610020244494e-05,-9.809999465942383,-5.427474206953775e-06,2.8067042876500636e-06,-1.6047171924604697e-10
458,7.752100294921547,1.1694432032527402e-05,2.6125610020244494e-05,-9.809999465942383,-5.427474206953775e-06,2.8067042876500636e-06,-1.6047171924604697e-10
460,7.772100294474512,1.1709891623468138e-05,2.616015262901783e-05,0.012970390729606152,-6.112522896728478e-06,2.1695977920899168e-06,-1.1600581606430183e-10
