,rmse,mean,median,std,min,max,sse
Daytime_Rain&Fog/AlignScale/25baseline_as_results.zip,5.483621188021646,4.7262496476242495,5.148345481053355,2.7807670887817246,0.0,8.623076326527926,48292.5827419542
Daytime_Rain&Fog/AlignScale/50baseline_as_results.zip,4.881337080334957,4.3951819253968,4.847371258242907,2.1236354523595318,0.0,7.954313370087221,38004.78544850553
Daytime_Rain&Fog/AlignScale/900ORBFeatures_as_results.zip,3.6306779051154616,3.308806138275961,3.754930868483949,1.4945313613306737,0.0,5.133577970528125,21196.369857515303
Daytime_Rain&Fog/AlignScale/1200ORBFeatures_as_results.zip,4.952822179903824,4.325668626922661,4.610648706752112,2.412268325830334,0.0,8.35474826001467,39371.36831092436
Daytime_Rain&Fog/AlignScale/1200ORBFeatures_as_results_2.zip,3.588113664566212,3.273018848404946,3.717488177791814,1.4703425749915346,0.0,5.779840117040613,20663.66827010407
Daytime_Rain&Fog/AlignScale/1500ORBFeatures_as_results.zip,3.960358143724044,3.5426079914108777,4.137879452550298,1.7704138628448267,0.0,6.343524600323548,25204.889658884098
