Generation,Solution,Fitness,Parameters
0,"""001110110101011000000111""",3.380466938018799,"(43.0, 1202.0, 22.0, 7.0)"
0,"""111000011010101000100000""",1.5642720460891724,"(109.0, 1350.0, 35.0, 12.0)"
0,"""110011100100101110000001""",1.1383390426635742,"(102.0, 733.0, 19.0, 6.0)"
0,"""011100010010011111101011""",2.4561190605163574,"(65.0, 1121.0, 40.0, 14.0)"
0,"""111100011000110101111001""",1.6213430166244507,"(115.0, 1299.0, 47.0, 16.0)"
0,"""011111000001110100001111""",2.0351169109344482,"(69.0, 652.0, 26.0, 9.0)"
0,"""100110100110011000100001""",1.8468199968338013,"(81.0, 780.0, 35.0, 12.0)"
0,"""010000100101010100000000""",1.5065929889678955,"(46.0, 750.0, 18.0, 6.0)"
0,"""001100011010010001111011""",3.7616159915924072,"(39.0, 1340.0, 48.0, 16.0)"
1,"""101100010010100101011101""",1.5844069719314575,"(90.0, 1123.0, 33.0, 11.0)"
1,"""001001110101101000100111""",3.431920051574707,"(35.0, 1209.0, 38.0, 13.0)"
1,"""110001000011000101110001""",1.7442549467086792,"(98.0, 687.0, 43.0, 15.0)"
1,"""011010000101011010000101""",2.037806987762451,"(61.0, 753.0, 21.0, 7.0)"
1,"""110011100001011111101001""",1.738055944442749,"(102.0, 642.0, 39.0, 13.0)"
1,"""100001111101100101000111""",1.8261070251464844,"(73.0, 1433.0, 22.0, 7.0)"
1,"""001011011000100110111011""",4.733576774597168,"(38.0, 1293.0, 48.0, 16.0)"
1,"""101000101100100111000100""",1.2586590051651,"(84.0, 955.0, 21.0, 7.0)"
1,"""010000100101010100000000""",2.00187611579895,"(46.0, 750.0, 18.0, 6.0)"
2,"""000101110001110001010111""",3.562000036239624,"(29.0, 1100.0, 30.0, 10.0)"
2,"""010101101010010001101001""",2.273329019546509,"(54.0, 889.0, 39.0, 13.0)"
2,"""010000100101010100000000""",1.7161179780960083,"(46.0, 750.0, 18.0, 6.0)"
2,"""010111111110010111101111""",3.612215042114258,"(58.0, 1455.0, 42.0, 14.0)"
2,"""110100110101000100110001""",1.5874860286712646,"(103.0, 1193.0, 43.0, 15.0)"
2,"""000001010001011000100101""",2.8155829906463623,"(22.0, 1089.0, 37.0, 12.0)"
2,"""111110011001000101010000""",1.9080140590667725,"(118.0, 1306.0, 27.0, 9.0)"
2,"""110011100100101110000001""",1.038957953453064,"(102.0, 733.0, 19.0, 6.0)"
2,"""110001011100110001001010""",2.0107319355010986,"(98.0, 1410.0, 24.0, 8.0)"
3,"""010010011001010101100010""",3.1149940490722656,"(49.0, 1313.0, 36.0, 12.0)"
3,"""100101100111100000001100""",1.8989789485931396,"(80.0, 812.0, 25.0, 8.0)"
3,"""011100110101011001000000""",1.6109249591827393,"(65.0, 1202.0, 18.0, 6.0)"
3,"""100100110011011010001010""",1.27457594871521,"(78.0, 1147.0, 24.0, 8.0)"
3,"""010110011110100101001100""",2.485382080078125,"(55.0, 1461.0, 25.0, 8.0)"
3,"""010101101010010001101001""",2.2097530364990234,"(54.0, 889.0, 39.0, 13.0)"
3,"""110111011100100011101100""",1.8991730213165283,"(107.0, 1404.0, 41.0, 14.0)"
3,"""110101110101000011111010""",1.559643030166626,"(105.0, 1193.0, 48.0, 16.0)"
3,"""111001111001010111110010""",1.6187059879302979,"(111.0, 1314.0, 44.0, 15.0)"
4,"""000111110111110011001000""",4.318813800811768,"(32.0, 1270.0, 23.0, 8.0)"
4,"""000000000000101101011011""",1.840366005897522,"(20.0, 620.0, 32.0, 11.0)"
4,"""110011100100101110000001""",0.9178979992866516,"(102.0, 733.0, 19.0, 6.0)"
4,"""101010010100101100011100""",1.274135947227478,"(87.0, 1183.0, 33.0, 11.0)"
4,"""110011001001110001011001""",1.764281988143921,"(101.0, 875.0, 31.0, 10.0)"
4,"""100110011111110001100101""",1.9189859628677368,"(80.0, 1494.0, 37.0, 12.0)"
4,"""110011100100101110000001""",1.2013579607009888,"(102.0, 733.0, 19.0, 6.0)"
4,"""111101110000001101000100""",1.407608985900879,"(117.0, 1056.0, 21.0, 7.0)"
4,"""110101100100110110100001""",1.7561149597167969,"(105.0, 737.0, 35.0, 12.0)"
5,"""000111001100000111100000""",3.0057060718536377,"(32.0, 941.0, 35.0, 12.0)"
5,"""001111011100001110100111""",4.262383937835693,"(44.0, 1395.0, 38.0, 13.0)"
5,"""101001001001110001110101""",2.2564480304718018,"(85.0, 875.0, 45.0, 15.0)"
5,"""101010101101000010101000""",1.5189820528030396,"(87.0, 967.0, 39.0, 13.0)"
5,"""100111111011110010110010""",2.2476279735565186,"(83.0, 1382.0, 44.0, 15.0)"
5,"""110011100100101110000001""",1.0413949489593506,"(102.0, 733.0, 19.0, 6.0)"
5,"""110011100100101110000001""",1.1609009504318237,"(102.0, 733.0, 19.0, 6.0)"
5,"""000001110110010011011011""",4.3463921546936035,"(23.0, 1228.0, 32.0, 11.0)"
5,"""110011100100101010000001""",1.178447961807251,"(102.0, 732.0, 19.0, 6.0)"
6,"""000101111000010110101010""",3.5255630016326904,"(29.0, 1286.0, 40.0, 14.0)"
6,"""000010001011001101011100""",2.629992961883545,"(24.0, 916.0, 33.0, 11.0)"
6,"""000100101010000001001011""",3.008359909057617,"(28.0, 882.0, 24.0, 8.0)"
