Generation,Solution,Fitness,Parameters
6,"""010001011000111111100010""",3.732314109802246,"(47.0, 1304.0, 36.0, 12.0)"
6,"""110001011100011010101101""",1.6549659967422485,"(98.0, 1400.0, 41.0, 14.0)"
6,"""001010101101000010101000""",2.6558279991149902,"(37.0, 967.0, 39.0, 13.0)"
6,"""001000010010011101011110""",3.177851915359497,"(33.0, 1120.0, 34.0, 11.0)"
6,"""110011100100101110000001""",1.2843680381774902,"(102.0, 733.0, 19.0, 6.0)"
6,"""110011100100101110000001""",1.1875020265579224,"(102.0, 733.0, 19.0, 6.0)"
7,"""001100010011011100011111""",2.511446952819824,"(39.0, 1147.0, 34.0, 11.0)"
7,"""010110011011101111100100""",3.274369955062866,"(55.0, 1381.0, 37.0, 12.0)"
7,"""001000100000000110000010""",1.5120999813079834,"(34.0, 603.0, 20.0, 7.0)"
7,"""011001010011110100001100""",1.7423369884490967,"(60.0, 1158.0, 25.0, 8.0)"
7,"""101011111000101000001111""",1.2449389696121216,"(89.0, 1293.0, 26.0, 9.0)"
7,"""001100010011001100101010""",3.3220698833465576,"(39.0, 1140.0, 40.0, 14.0)"
7,"""000100011110110110111011""",5.72492790222168,"(27.0, 1468.0, 48.0, 16.0)"
7,"""111100010100111001100010""",1.347188949584961,"(115.0, 1188.0, 36.0, 12.0)"
7,"""001101110100000111100101""",2.5586140155792236,"(42.0, 1166.0, 37.0, 12.0)"
*,*,*,*
0,"""110011100100101110000001""",1.1383390426635742,"(102.0, 733.0, 19.0, 6.0)"
1,"""110011100100101110000001""",1.1383390426635742,"(102.0, 733.0, 19.0, 6.0)"
2,"""110011100100101110000001""",1.038957953453064,"(102.0, 733.0, 19.0, 6.0)"
3,"""110011100100101110000001""",1.038957953453064,"(102.0, 733.0, 19.0, 6.0)"
4,"""110011100100101110000001""",1.2013579607009888,"(102.0, 733.0, 19.0, 6.0)"
5,"""110011100100101010000001""",1.178447961807251,"(102.0, 732.0, 19.0, 6.0)"
6,"""110011100100101110000001""",1.1875020265579224,"(102.0, 733.0, 19.0, 6.0)"
7,"""110011100100101110000001""",1.1875020265579224,"(102.0, 733.0, 19.0, 6.0)"
