,Generation,Solution,Fitness,Parameters,Fittest
0,0,"""101011000111100001101000""",0.62526601553,"(88.0, 812.0, 39.0, 13.0)",Fittest
59,1,"""111111000001101001100111""",0.544095993042,"(120.0, 647.0, 38.0, 13.0)",Population
80,2,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Population
93,3,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Fittest
124,4,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Fittest
155,5,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Fittest
186,6,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Fittest
217,7,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Fittest
248,8,"""011110101001010001101101""",0.439518988132,"(69.0, 861.0, 41.0, 14.0)",Fittest
298,9,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Population
310,10,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
341,11,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
372,12,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
403,13,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
434,14,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
465,15,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
496,16,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
527,17,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
558,18,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
589,19,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
620,20,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
651,21,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
682,22,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
713,23,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
744,24,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
775,25,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
806,26,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
837,27,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
868,28,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
899,29,"""011110101001011101101111""",0.41596698761,"(69.0, 866.0, 42.0, 14.0)",Fittest
