Generation,Solution,Fitness,Parameters,Fittest
0,"""111101010101100111111100""",1.3759900331497192,"(117.0, 1209.0, 49.0, 17.0)",Fittest
0,"""011110111100001110001010""",1.887017011642456,"(69.0, 1395.0, 24.0, 8.0)",Elite
0,"""101011000011010100101011""",1.896644949913025,"(88.0, 694.0, 40.0, 14.0)",Elite
0,"""001011001010000010000001""",2.795137882232666,"(38.0, 883.0, 19.0, 6.0)",Population
0,"""010001000100100011000101""",1.8679330348968506,"(47.0, 728.0, 21.0, 7.0)",Population
0,"""001100111111001010011110""",6.0931172370910645,"(40.0, 1477.0, 34.0, 11.0)",Population
0,"""001100100011111110101011""",2.554378032684326,"(40.0, 712.0, 40.0, 14.0)",Population
0,"""100101010101101101011111""",1.9313119649887085,"(79.0, 1211.0, 34.0, 11.0)",Population
1,"""111101010101100111111100""",1.3759900331497192,"(117.0, 1209.0, 49.0, 17.0)",Fittest
1,"""010001000100100011000101""",1.8679330348968506,"(47.0, 728.0, 21.0, 7.0)",Elite
1,"""011110111100001110001010""",1.887017011642456,"(69.0, 1395.0, 24.0, 8.0)",Elite
1,"""010010101000011010001010""",2.757991075515747,"(50.0, 837.0, 24.0, 8.0)",Population
1,"""110000100010100110101101""",1.9880629777908325,"(97.0, 673.0, 41.0, 14.0)",Population
1,"""111000010011100111110011""",1.3604300022125244,"(109.0, 1152.0, 44.0, 15.0)",Population
1,"""010001000100100011000101""",1.9025830030441284,"(47.0, 728.0, 21.0, 7.0)",Population
1,"""111000110100100000111010""",1.6333650350570679,"(109.0, 1177.0, 48.0, 16.0)",Population
2,"""111000010011100111110011""",1.3604300022125244,"(109.0, 1152.0, 44.0, 15.0)",Fittest
2,"""111101010101100111111100""",1.3759900331497192,"(117.0, 1209.0, 49.0, 17.0)",Elite
2,"""111000110100100000111010""",1.6333650350570679,"(109.0, 1177.0, 48.0, 16.0)",Elite
2,"""111010110100101100101101""",1.5796730518341064,"(113.0, 1183.0, 41.0, 14.0)",Population
2,"""000001010110100011011100""",3.7282590866088867,"(22.0, 1235.0, 33.0, 11.0)",Population
2,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Population
2,"""001111010101001100111001""",3.203810930252075,"(44.0, 1197.0, 47.0, 16.0)",Population
2,"""100110101010111110000001""",1.1760720014572144,"(81.0, 909.0, 19.0, 6.0)",Population
3,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
3,"""100110101010111110000001""",1.1760720014572144,"(81.0, 909.0, 19.0, 6.0)",Elite
3,"""111000010011100111110011""",1.3604300022125244,"(109.0, 1152.0, 44.0, 15.0)",Elite
3,"""011001111010110000011100""",2.6864659786224365,"(61.0, 1353.0, 33.0, 11.0)",Population
3,"""000101011100111111010011""",6.177299976348877,"(28.0, 1416.0, 28.0, 9.0)",Population
3,"""010110010010111110110000""",2.5573370456695557,"(55.0, 1134.0, 43.0, 15.0)",Population
3,"""010111110100110100000111""",1.672948956489563,"(58.0, 1186.0, 22.0, 7.0)",Population
3,"""010001111100001111101011""",3.498534917831421,"(48.0, 1395.0, 40.0, 14.0)",Population
4,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
4,"""100110101010111110000001""",1.1760720014572144,"(81.0, 909.0, 19.0, 6.0)",Elite
4,"""111000010011100111110011""",1.3604300022125244,"(109.0, 1152.0, 44.0, 15.0)",Elite
4,"""100110101010111110000001""",0.9443650245666504,"(81.0, 909.0, 19.0, 6.0)",Population
4,"""011010001001011100101110""",2.16336989402771,"(61.0, 866.0, 42.0, 14.0)",Population
4,"""100110101010111110000001""",1.1376409530639648,"(81.0, 909.0, 19.0, 6.0)",Population
4,"""010111110100110100000111""",2.200958013534546,"(58.0, 1186.0, 22.0, 7.0)",Population
4,"""101001100011100010011111""",1.5252200365066528,"(86.0, 700.0, 34.0, 11.0)",Population
5,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
5,"""100110101010111110000001""",1.1376409530639648,"(81.0, 909.0, 19.0, 6.0)",Elite
5,"""100110101010111110000001""",1.1376409530639648,"(81.0, 909.0, 19.0, 6.0)",Elite
5,"""101111011001100010111100""",2.3577449321746826,"(95.0, 1319.0, 49.0, 17.0)",Population
5,"""111111000001011001110010""",1.8896839618682861,"(120.0, 640.0, 44.0, 15.0)",Population
5,"""110001101000100101100100""",1.4224400520324707,"(98.0, 842.0, 37.0, 12.0)",Population
5,"""001011010011110010101010""",3.228872060775757,"(38.0, 1157.0, 40.0, 14.0)",Population
5,"""110001110110101100110011""",1.939555048942566,"(98.0, 1239.0, 44.0, 15.0)",Population
*,*,*,*,*
0,"""111101010101100111111100""",1.3759900331497192,"(117.0, 1209.0, 49.0, 17.0)",Fittest
1,"""111000010011100111110011""",1.3604300022125244,"(109.0, 1152.0, 44.0, 15.0)",Fittest
2,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
3,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
4,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
5,"""101110001101100111001010""",0.9242720007896423,"(93.0, 983.0, 24.0, 8.0)",Fittest
