frame,timestamp,acc x (m/s^2),acc y (m/s^2),acc z (m/s^2),gyro x (rad/s),gyro y (rad/s),gyro z (rad/s),x (Ground truth),y (Ground truth),z (Ground truth),yaw (Ground Truth),pitch (Ground Truth),roll (Ground Truth)
449,10.34880379759852,0.0,-0.0,0.010000228881835938,-0.0,-0.0,-0.0,-23.800546646118164,61.24238586425781,0.09412002563476562,-0.5967352390289307,-0.0,0.0
450,10.358803797375003,0.0,-0.0,0.01007843017578125,-0.0,-0.0,-0.0,-23.800546646118164,61.24238586425781,0.0902000442147255,-0.5967352390289307,-0.0,0.0
451,10.368803797151486,0.0,-0.0,0.009688377380371094,-0.0,-0.0,-0.0,-23.800546646118164,61.24238586425781,0.0853000208735466,-0.5967352390289307,-0.0,0.0
452,10.378803796927969,0.0,-0.0,0.01007843017578125,-0.0,-0.0,-0.0,-23.800546646118164,61.24238586425781,0.07942001521587372,-0.5967352390289307,-0.0,0.0
453,10.388803796704451,0.0,-0.0,3.618281841278076,7.764093425066676e-06,3.1802646844880655e-06,3.052793478078297e-14,-23.800546646118164,61.24238586425781,0.07292083650827408,-0.5967352390289307,-0.0,0.0
454,10.398803796480934,0.0,-0.0,15.623672485351562,3.7483478081412613e-06,2.2674150841339724e-06,1.2305662044909127e-10,-23.800546646118164,61.24238586425781,0.06700301915407181,-0.5967352390289307,-0.0,0.0
455,10.408803796257416,0.0,-0.0,14.684375762939453,2.439925310682156e-06,1.6787168988230405e-06,-1.0622225321554879e-10,-23.800546646118164,61.24238586425781,0.06157264485955238,-0.5967352390289307,-0.0,0.0
456,10.418803796033899,0.0,-0.0,14.286523818969727,2.609408966236515e-06,1.7602388879822684e-06,-1.2580575470266808e-11,-23.800546646118164,61.24238586425781,0.05658992752432823,-0.5967352390289307,-0.0,0.0
457,10.428803795810381,0.0,-0.0,13.921133041381836,2.7156618216395145e-06,1.1194910030098981e-06,-7.372980004305418e-11,-23.800546646118164,61.24238586425781,0.05201831832528114,-0.5967352390289307,-0.0,0.0
458,10.438803795586864,0.0,-0.0,13.585039138793945,2.1767066300526494e-06,1.5096852621354628e-06,-1.133676486020363e-12,-23.800546646118164,61.24238586425781,0.04782421141862869,-0.5967352390289307,-0.0,0.0
459,10.448803795363347,0.0,-0.0,13.276406288146973,7.206526220215892e-07,8.39585197809356e-07,-1.248986469803981e-10,-23.800546646118164,61.24238586425781,0.04397674277424812,-0.5967352390289307,-0.0,0.0
460,10.45880379513983,0.0,-0.0,12.992578506469727,7.640011858711659e-07,1.442740824586508e-07,-1.120500914275624e-11,-23.800546646118164,61.24238586425781,0.04044754058122635,-0.5967352390289307,-0.0,0.0
461,10.468803794916312,0.0,-0.0,12.731719017028809,1.5151132402024814e-06,5.051587663729151e-07,-3.6573744033319144e-11,-23.800546646118164,61.24238586425781,0.03721050173044205,-0.5967352390289307,-0.0,0.0
462,10.478803794692794,0.0,-0.0,12.492071151733398,1.5397897641378222e-06,5.098428346173023e-07,1.719631381735809e-11,-23.800546646118164,61.24238586425781,0.034241676330566406,-0.5967352390289307,-0.0,0.0
463,10.488803794469277,0.0,-0.0,12.272031784057617,9.341625855086022e-07,1.627390133762674e-07,-1.1637707464373648e-10,-23.800546646118164,61.24238586425781,0.031519051641225815,-0.5967352390289307,-0.0,0.0
464,10.49880379424576,0.0,-0.0,12.069063186645508,2.96973912128351e-08,5.132670253260585e-07,3.8845510141882755e-11,-23.800546646118164,61.24238586425781,0.029022330418229103,-0.5967352390289307,-0.0,0.0
465,10.508803794022242,0.0,-0.0,11.883652687072754,4.4065725290920454e-08,-1.8750408514733863e-07,-9.503517417464025e-11,-23.800546646118164,61.24238586425781,0.026732977479696274,-0.5967352390289307,-0.0,0.0
466,10.518803793798725,0.0,-0.0,11.712793350219727,2.661942488657587e-08,-2.063637651872341e-07,-2.085798200823774e-11,-23.800546646118164,61.24238586425781,0.024633903056383133,-0.5967352390289307,-0.0,0.0
