,Generation,Solution,Fitness,Parameters,Fittest
30,0,"""110110001011100110001001""",0.813584029675,"(106.0, 927.0, 23.0, 8.0)",Population
47,1,"""110110001011100110001000""",0.761910021305,"(106.0, 927.0, 23.0, 8.0)",Population
76,2,"""110110001011100110001001""",0.572099983692,"(106.0, 927.0, 23.0, 8.0)",Population
93,3,"""110110001011100110001001""",0.572099983692,"(106.0, 927.0, 23.0, 8.0)",Fittest
124,4,"""110110001011100110001001""",0.572099983692,"(106.0, 927.0, 23.0, 8.0)",Fittest
155,5,"""110110001011100110001001""",0.572099983692,"(106.0, 927.0, 23.0, 8.0)",Fittest
199,6,"""110110001000110110000000""",0.563125014305,"(106.0, 849.0, 18.0, 6.0)",Population
217,7,"""110110001000110110000000""",0.563125014305,"(106.0, 849.0, 18.0, 6.0)",Fittest
260,8,"""110110001001110110000000""",0.483868002892,"(106.0, 877.0, 18.0, 6.0)",Population
301,9,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Population
310,10,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
341,11,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
372,12,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
403,13,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
434,14,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
465,15,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
496,16,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
527,17,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
558,18,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
589,19,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
620,20,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
651,21,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
682,22,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
713,23,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
744,24,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
775,25,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
806,26,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
837,27,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
868,28,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
899,29,"""110110001000110110000000""",0.373560011387,"(106.0, 849.0, 18.0, 6.0)",Fittest
