Generation,Solution,Fitness,Parameters,Fittest
0,"""110110001011100110001000""",0.8766530156135559,"(106.0, 927.0, 23.0, 8.0)",Fittest
0,"""101101110001101011010100""",1.033115029335022,"(92.0, 1098.0, 29.0, 10.0)",Elite
0,"""110101001000110111001010""",1.067018985748291,"(104.0, 850.0, 24.0, 8.0)",Elite
0,"""110111100100100110101100""",1.8707859516143799,"(108.0, 730.0, 41.0, 14.0)",Population
0,"""110101001000110111001010""",0.8667230010032654,"(104.0, 850.0, 24.0, 8.0)",Population
0,"""010011001010100100110001""",2.302424907684326,"(50.0, 898.0, 43.0, 15.0)",Population
0,"""101100101110100110111010""",2.0864250659942627,"(91.0, 1011.0, 48.0, 16.0)",Population
0,"""000001100000010000111100""",1.7456589937210083,"(23.0, 608.0, 49.0, 17.0)",Population
0,"""101001110001101011010100""",1.4566550254821777,"(86.0, 1098.0, 29.0, 10.0)",Population
0,"""111100111111001100110111""",1.8615670204162598,"(116.0, 1478.0, 46.0, 16.0)",Population
0,"""001100000010101011010111""",1.8667049407958984,"(39.0, 676.0, 30.0, 10.0)",Population
0,"""111100111111001100110111""",1.606747031211853,"(116.0, 1478.0, 46.0, 16.0)",Population
0,"""101101110001101011010100""",1.4222899675369263,"(92.0, 1098.0, 29.0, 10.0)",Population
0,"""110111100100100110101100""",2.3871359825134277,"(108.0, 730.0, 41.0, 14.0)",Population
0,"""111100101111001100110111""",1.3894799947738647,"(116.0, 1028.0, 46.0, 16.0)",Population
0,"""101101110001101011010100""",1.4498039484024048,"(92.0, 1098.0, 29.0, 10.0)",Population
0,"""110101001000110111001010""",1.1700899600982666,"(104.0, 850.0, 24.0, 8.0)",Population
0,"""101101110001101011010100""",1.288092017173767,"(92.0, 1098.0, 29.0, 10.0)",Population
0,"""101100101110100110111010""",1.579727053642273,"(91.0, 1011.0, 48.0, 16.0)",Population
0,"""110110001011100110001000""",0.9509909749031067,"(106.0, 927.0, 23.0, 8.0)",Population
0,"""101101110001101011010100""",1.4838570356369019,"(92.0, 1098.0, 29.0, 10.0)",Population
0,"""111100111111001100110111""",1.7066270112991333,"(116.0, 1478.0, 46.0, 16.0)",Population
0,"""101110001001100110010011""",1.4461760520935059,"(93.0, 870.0, 28.0, 9.0)",Population
0,"""111010100100010001110100""",2.333343029022217,"(113.0, 721.0, 45.0, 15.0)",Population
0,"""000001100000010000111100""",1.7662630081176758,"(23.0, 608.0, 49.0, 17.0)",Population
0,"""110110001011100110001000""",0.9815869927406311,"(106.0, 927.0, 23.0, 8.0)",Population
0,"""000111101110101100100110""",2.750559091567993,"(32.0, 1014.0, 38.0, 13.0)",Population
0,"""110101001000110111001010""",0.9385489821434021,"(104.0, 850.0, 24.0, 8.0)",Population
0,"""101101110001101011010100""",1.1996569633483887,"(92.0, 1098.0, 29.0, 10.0)",Population
0,"""101000101101010101011001""",1.2655839920043945,"(84.0, 976.0, 31.0, 10.0)",Population
0,"""110110001011100110001001""",0.81358402967453,"(106.0, 927.0, 23.0, 8.0)",Population
1,"""110110001011100110001001""",0.81358402967453,"(106.0, 927.0, 23.0, 8.0)",Fittest
1,"""110101001000110111001010""",0.8667230010032654,"(104.0, 850.0, 24.0, 8.0)",Elite
