Generation,Solution,Fitness,Parameters,Fittest
0,"""100100000010111000110011""",1.9843829870224,"(77.0, 681.0, 44.0, 15.0)",Fittest
0,"""111001000000000001100011""",2.127779960632324,"(110.0, 601.0, 36.0, 12.0)",Elite
0,"""011100000011100011010010""",2.3431410789489746,"(65.0, 700.0, 28.0, 9.0)",Elite
0,"""000011000001011101100010""",3.2024710178375244,"(25.0, 641.0, 36.0, 12.0)",Population
0,"""011100000011100011010010""",3.3453190326690674,"(65.0, 700.0, 28.0, 9.0)",Population
0,"""011110000111111110111110""",3.8299241065979004,"(68.0, 825.0, 50.0, 17.0)",Population
0,"""100100000010111000110011""",3.7487740516662598,"(77.0, 681.0, 44.0, 15.0)",Population
0,"""011110000111111110111110""",4.36317777633667,"(68.0, 825.0, 50.0, 17.0)",Population
0,"""110100000010111000110011""",4.22522497177124,"(102.0, 681.0, 44.0, 15.0)",Population
0,"""001100000011100011010010""",3.9263899326324463,"(39.0, 700.0, 28.0, 9.0)",Population
0,"""000011100001011101100010""",2.798696994781494,"(26.0, 641.0, 36.0, 12.0)",Population
0,"""100100000010111000110011""",5.372697830200195,"(77.0, 681.0, 44.0, 15.0)",Population
0,"""111001000000000001100011""",2.9443910121917725,"(110.0, 601.0, 36.0, 12.0)",Population
0,"""111001000000000001101011""",3.0995121002197266,"(110.0, 601.0, 40.0, 14.0)",Population
0,"""000101000000100001001101""",2.102440118789673,"(28.0, 615.0, 25.0, 8.0)",Population
0,"""101100111100010000110110""",4.415299892425537,"(91.0, 1395.0, 46.0, 16.0)",Population
0,"""101001001110011011101011""",3.8634989261627197,"(85.0, 1006.0, 40.0, 14.0)",Population
0,"""100100000010111000110011""",2.643091917037964,"(77.0, 681.0, 44.0, 15.0)",Population
0,"""000011100001011101100010""",4.318872928619385,"(26.0, 641.0, 36.0, 12.0)",Population
0,"""011000101000000111001100""",4.512042999267578,"(59.0, 829.0, 25.0, 8.0)",Population
0,"""101100111100010001110110""",3.834014892578125,"(91.0, 1396.0, 46.0, 16.0)",Population
0,"""101001001110011011100011""",3.810581922531128,"(85.0, 1006.0, 36.0, 12.0)",Population
0,"""000011100001011101100010""",3.926287889480591,"(26.0, 641.0, 36.0, 12.0)",Population
0,"""111001000001110010100100""",3.246129035949707,"(110.0, 651.0, 37.0, 12.0)",Population
0,"""101100111100010001110110""",3.7686610221862793,"(91.0, 1396.0, 46.0, 16.0)",Population
0,"""110011110000100000111101""",3.7768750190734863,"(102.0, 1065.0, 49.0, 17.0)",Population
0,"""011110000111111110111110""",3.4388959407806396,"(68.0, 825.0, 50.0, 17.0)",Population
0,"""111001000000000001110011""",3.5018270015716553,"(110.0, 601.0, 44.0, 15.0)",Population
0,"""000011100001011101100010""",3.98872709274292,"(26.0, 641.0, 36.0, 12.0)",Population
0,"""111001000110000000101100""",3.535125970840454,"(110.0, 769.0, 41.0, 14.0)",Population
0,"""001011100000000011100011""",2.50472092628479,"(39.0, 602.0, 36.0, 12.0)",Population
1,"""100100000010111000110011""",1.9843829870224,"(77.0, 681.0, 44.0, 15.0)",Fittest
1,"""000101000000100001001101""",2.102440118789673,"(28.0, 615.0, 25.0, 8.0)",Elite
