,Generation,Solution,Fitness,Parameters,Fittest
0,0,"""100100000010111000110011""",1.98438298702,"(77.0, 681.0, 44.0, 15.0)",Fittest
40,1,"""001011100000000011100011""",1.70563805103,"(39.0, 602.0, 36.0, 12.0)",Population
62,2,"""001011100000000011100011""",1.70563805103,"(39.0, 602.0, 36.0, 12.0)",Fittest
93,3,"""001011100000000011100011""",1.70563805103,"(39.0, 602.0, 36.0, 12.0)",Fittest
124,4,"""001011100000000011100011""",1.70563805103,"(39.0, 602.0, 36.0, 12.0)",Fittest
155,5,"""001011100000000011100011""",1.70563805103,"(39.0, 602.0, 36.0, 12.0)",Fittest
204,6,"""011001000000010010010100""",1.67022097111,"(60.0, 608.0, 29.0, 10.0)",Population
226,7,"""101011100000000011100010""",1.4883480072,"(89.0, 602.0, 36.0, 12.0)",Population
248,8,"""101011100000000011100010""",1.4883480072,"(89.0, 602.0, 36.0, 12.0)",Fittest
290,9,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Population
310,10,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
341,11,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
372,12,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
403,13,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
434,14,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
465,15,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
496,16,"""100001000000100101100111""",1.20600998402,"(72.0, 617.0, 38.0, 13.0)",Fittest
553,17,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Population
558,18,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
589,19,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
620,20,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
651,21,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
682,22,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
713,23,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
744,24,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
775,25,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
806,26,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
837,27,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
868,28,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
899,29,"""100011100000100011100111""",1.04975998402,"(76.0, 616.0, 38.0, 13.0)",Fittest
