,Generation,Solution,Fitness,Parameters,Fittest
14,0,"""110001001100010101011011""",0.634898006916,"(98.0, 947.0, 32.0, 11.0)",Population
45,1,"""010011000011110100001101""",0.58351200819,"(50.0, 708.0, 25.0, 8.0)",Population
62,2,"""010011000011110100001101""",0.58351200819,"(50.0, 708.0, 25.0, 8.0)",Fittest
116,3,"""110001001100110101011011""",0.567736029625,"(98.0, 961.0, 32.0, 11.0)",Population
124,4,"""110001001100110101011011""",0.567736029625,"(98.0, 961.0, 32.0, 11.0)",Fittest
162,5,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Population
186,6,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
217,7,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
248,8,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
279,9,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
310,10,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
341,11,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
372,12,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
403,13,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
434,14,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
465,15,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
496,16,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
527,17,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
558,18,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
589,19,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
620,20,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
651,21,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
682,22,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
713,23,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
744,24,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
775,25,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
806,26,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
837,27,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
868,28,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
899,29,"""010011000011111100001101""",0.49640199542,"(50.0, 711.0, 25.0, 8.0)",Fittest
