,Generation,Solution,Fitness,Parameters,Fittest
0,0,"""010100010001010111011010""",0.189050003886,"(52.0, 1089.0, 32.0, 11.0)",Fittest
31,1,"""010100010001010111011010""",0.189050003886,"(52.0, 1089.0, 32.0, 11.0)",Fittest
62,2,"""010100010001010111011010""",0.189050003886,"(52.0, 1089.0, 32.0, 11.0)",Fittest
103,3,"""011000100100110001110101""",0.18863299489,"(59.0, 735.0, 45.0, 15.0)",Population
124,4,"""011000100100110001110101""",0.18863299489,"(59.0, 735.0, 45.0, 15.0)",Fittest
164,5,"""010100010001010110011010""",0.183218002319,"(52.0, 1089.0, 32.0, 11.0)",Population
186,6,"""010100010001010110011010""",0.183218002319,"(52.0, 1089.0, 32.0, 11.0)",Fittest
217,7,"""010100010001010110011010""",0.183218002319,"(52.0, 1089.0, 32.0, 11.0)",Fittest
248,8,"""010100010001010110011010""",0.183218002319,"(52.0, 1089.0, 32.0, 11.0)",Fittest
279,9,"""010100010001010110011010""",0.183218002319,"(52.0, 1089.0, 32.0, 11.0)",Fittest
310,10,"""010100010001010110011010""",0.183218002319,"(52.0, 1089.0, 32.0, 11.0)",Fittest
344,11,"""010100010001010110011010""",0.182284995914,"(52.0, 1089.0, 32.0, 11.0)",Population
372,12,"""010100010001010110011010""",0.182284995914,"(52.0, 1089.0, 32.0, 11.0)",Fittest
403,13,"""010100010001010110011010""",0.182284995914,"(52.0, 1089.0, 32.0, 11.0)",Fittest
434,14,"""010100010001010110011010""",0.182284995914,"(52.0, 1089.0, 32.0, 11.0)",Fittest
465,15,"""010100010001010110011010""",0.182284995914,"(52.0, 1089.0, 32.0, 11.0)",Fittest
499,16,"""010100000101010100011001""",0.180232003331,"(52.0, 750.0, 31.0, 10.0)",Population
527,17,"""010100000101010100011001""",0.180232003331,"(52.0, 750.0, 31.0, 10.0)",Fittest
558,18,"""010100000101010100011001""",0.180232003331,"(52.0, 750.0, 31.0, 10.0)",Fittest
589,19,"""010100000101010100011001""",0.180232003331,"(52.0, 750.0, 31.0, 10.0)",Fittest
627,20,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Population
651,21,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
682,22,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
713,23,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
744,24,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
775,25,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
806,26,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
837,27,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
868,28,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
899,29,"""010101000101010100011001""",0.175124004483,"(54.0, 750.0, 31.0, 10.0)",Fittest
