Generation,Solution,Fitness,Parameters,Fittest
0,"""111001110001110100010000""",1.2499250173568726,"(111.0, 1102.0, 27.0, 9.0)",Fittest
0,"""111100110100110101110010""",1.3616139888763428,"(116.0, 1187.0, 44.0, 15.0)",Elite
0,"""111000010010110000101110""",1.4116400480270386,"(109.0, 1128.0, 42.0, 14.0)",Elite
0,"""111000010010110000001110""",1.4347150325775146,"(109.0, 1128.0, 26.0, 9.0)",Population
0,"""110011101011000101011101""",1.9429420232772827,"(102.0, 912.0, 33.0, 11.0)",Population
0,"""111000011011110100111111""",10.449701309204102,"(109.0, 1383.0, 50.0, 17.0)",Population
0,"""100101110001110010010000""",2.3455960750579834,"(80.0, 1101.0, 27.0, 9.0)",Population
0,"""111001110111111010001110""",1.4800260066986084,"(111.0, 1273.0, 26.0, 9.0)",Population
0,"""110110101001111110010010""",1.9024180173873901,"(106.0, 881.0, 28.0, 9.0)",Population
0,"""111001010111111010001110""",1.620439052581787,"(110.0, 1273.0, 26.0, 9.0)",Population
0,"""101001111001111000010001""",1.4143309593200684,"(86.0, 1329.0, 27.0, 9.0)",Population
0,"""111000010010110000001110""",1.3594579696655273,"(109.0, 1128.0, 26.0, 9.0)",Population
0,"""110101011111001110011001""",1.450801968574524,"(104.0, 1479.0, 31.0, 10.0)",Population
0,"""111100110100110101110010""",2.0479419231414795,"(116.0, 1187.0, 44.0, 15.0)",Population
0,"""111001110111111010001110""",1.289201021194458,"(111.0, 1273.0, 26.0, 9.0)",Population
0,"""111000010010110000101110""",1.5418829917907715,"(109.0, 1128.0, 42.0, 14.0)",Population
0,"""111100110100110101110010""",1.8688089847564697,"(116.0, 1187.0, 44.0, 15.0)",Population
0,"""110011101011000101011101""",1.9097720384597778,"(102.0, 912.0, 33.0, 11.0)",Population
0,"""111000010010110000101110""",1.1611690521240234,"(109.0, 1128.0, 42.0, 14.0)",Population
0,"""111010010101101001111110""",2.254739999771118,"(112.0, 1209.0, 50.0, 17.0)",Population
0,"""111001110111111010001110""",1.4666780233383179,"(111.0, 1273.0, 26.0, 9.0)",Population
0,"""101001111001111000010001""",1.5340540409088135,"(86.0, 1329.0, 27.0, 9.0)",Population
0,"""111010100110111001011011""",2.106745958328247,"(113.0, 794.0, 32.0, 11.0)",Population
0,"""110110101001111110010010""",1.8266229629516602,"(106.0, 881.0, 28.0, 9.0)",Population
0,"""110101011011001110011001""",1.5216649770736694,"(104.0, 1366.0, 31.0, 10.0)",Population
0,"""111100010010110000101110""",1.4191659688949585,"(115.0, 1128.0, 42.0, 14.0)",Population
0,"""111100110110110101110010""",1.680150032043457,"(116.0, 1243.0, 44.0, 15.0)",Population
0,"""110101011011001110011001""",1.645835041999817,"(104.0, 1366.0, 31.0, 10.0)",Population
0,"""111110010010101100111011""",1.96294105052948,"(118.0, 1126.0, 48.0, 16.0)",Population
0,"""101000010010110000101110""",1.5656059980392456,"(83.0, 1128.0, 42.0, 14.0)",Population
0,"""111001010001110100010000""",1.3390909433364868,"(110.0, 1102.0, 27.0, 9.0)",Population
1,"""111000010010110000101110""",1.1611690521240234,"(109.0, 1128.0, 42.0, 14.0)",Fittest
1,"""111001110001110100010000""",1.2499250173568726,"(111.0, 1102.0, 27.0, 9.0)",Elite
1,"""111001110111111010001110""",1.289201021194458,"(111.0, 1273.0, 26.0, 9.0)",Elite
1,"""110001110001110100010000""",1.766497015953064,"(98.0, 1102.0, 27.0, 9.0)",Population
1,"""111000010001110100010000""",1.3544119596481323,"(109.0, 1102.0, 27.0, 9.0)",Population
1,"""111001010001110100010000""",1.6713860034942627,"(110.0, 1102.0, 27.0, 9.0)",Population
1,"""111000010010110000001110""",1.559999942779541,"(109.0, 1128.0, 26.0, 9.0)",Population
1,"""101000010010110000101110""",1.9050979614257812,"(83.0, 1128.0, 42.0, 14.0)",Population
1,"""111010010010110000101110""",1.441565990447998,"(112.0, 1128.0, 42.0, 14.0)",Population
1,"""111100010010110000101110""",1.6795439720153809,"(115.0, 1128.0, 42.0, 14.0)",Population
1,"""111000010010110000101110""",1.2533550262451172,"(109.0, 1128.0, 42.0, 14.0)",Population
1,"""111001110000110100010000""",1.2687009572982788,"(111.0, 1074.0, 27.0, 9.0)",Population
1,"""111000010010110010101110""",1.6635440587997437,"(109.0, 1129.0, 42.0, 14.0)",Population
1,"""110001110111111010001110""",1.4793130159378052,"(98.0, 1273.0, 26.0, 9.0)",Population
1,"""111000010010110000001110""",1.4852629899978638,"(109.0, 1128.0, 26.0, 9.0)",Population
1,"""111100010110110000101110""",1.471166968345642,"(115.0, 1241.0, 42.0, 14.0)",Population
1,"""111001010001110100010000""",1.1864240169525146,"(110.0, 1102.0, 27.0, 9.0)",Population
1,"""111001110001110100010000""",1.7299749851226807,"(111.0, 1102.0, 27.0, 9.0)",Population
1,"""111001010001110100010000""",1.5802470445632935,"(110.0, 1102.0, 27.0, 9.0)",Population
1,"""111000010010110000101110""",1.5410139560699463,"(109.0, 1128.0, 42.0, 14.0)",Population
1,"""101001111001111000010001""",1.5547070503234863,"(86.0, 1329.0, 27.0, 9.0)",Population
1,"""110100110100101110010010""",1.3102370500564575,"(103.0, 1183.0, 28.0, 9.0)",Population
1,"""111101011011010101111001""",1.9467380046844482,"(117.0, 1369.0, 47.0, 16.0)",Population
1,"""111001010001110100010000""",1.540166974067688,"(110.0, 1102.0, 27.0, 9.0)",Population
1,"""111001110001110100011000""",1.0763930082321167,"(111.0, 1102.0, 31.0, 10.0)",Population
1,"""111001010001110100010000""",1.1068450212478638,"(110.0, 1102.0, 27.0, 9.0)",Population
1,"""111001110001110100010000""",1.344859004020691,"(111.0, 1102.0, 27.0, 9.0)",Population
1,"""111100110100110101110110""",1.6887869834899902,"(116.0, 1187.0, 46.0, 16.0)",Population
1,"""111011110111101010001110""",1.3539079427719116,"(114.0, 1266.0, 26.0, 9.0)",Population
1,"""111000010010110000101110""",1.6290719509124756,"(109.0, 1128.0, 42.0, 14.0)",Population
1,"""111000010010110000001110""",1.4819190502166748,"(109.0, 1128.0, 26.0, 9.0)",Population
2,"""111001110001110100011000""",1.0763930082321167,"(111.0, 1102.0, 31.0, 10.0)",Fittest
2,"""111001010001110100010000""",1.1068450212478638,"(110.0, 1102.0, 27.0, 9.0)",Elite
2,"""111000010010110000101110""",1.1611690521240234,"(109.0, 1128.0, 42.0, 14.0)",Elite
2,"""111001110111111010001110""",1.323009967803955,"(111.0, 1273.0, 26.0, 9.0)",Population
2,"""111001010001110100010000""",1.3945879936218262,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111001010001110100010000""",1.470702052116394,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111001110001110100011000""",1.3650310039520264,"(111.0, 1102.0, 31.0, 10.0)",Population
2,"""111001010001110100010000""",1.348572015762329,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111101110111111010001110""",1.707537055015564,"(117.0, 1273.0, 26.0, 9.0)",Population
2,"""111000010010110000101110""",1.2223459482192993,"(109.0, 1128.0, 42.0, 14.0)",Population
2,"""111001010001111100010000""",1.3176519870758057,"(110.0, 1105.0, 27.0, 9.0)",Population
2,"""111001110001110100010000""",1.430176019668579,"(111.0, 1102.0, 27.0, 9.0)",Population
2,"""111001010001110100010000""",1.2978240251541138,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111010010011101010101110""",1.3998620510101318,"(112.0, 1154.0, 42.0, 14.0)",Population
2,"""111001110110110010001110""",1.6095410585403442,"(111.0, 1242.0, 26.0, 9.0)",Population
2,"""101001110001110100011000""",2.257836103439331,"(86.0, 1102.0, 31.0, 10.0)",Population
2,"""111001010001110100010000""",1.6170220375061035,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111001110001110100011000""",1.311987042427063,"(111.0, 1102.0, 31.0, 10.0)",Population
2,"""011000010010110000101110""",2.637948989868164,"(58.0, 1128.0, 42.0, 14.0)",Population
2,"""111001110000110000011000""",1.229006052017212,"(111.0, 1072.0, 31.0, 10.0)",Population
2,"""111001110001110100010000""",1.3723289966583252,"(111.0, 1102.0, 27.0, 9.0)",Population
2,"""111011110111101010001110""",1.5797309875488281,"(114.0, 1266.0, 26.0, 9.0)",Population
2,"""111001010001110100010000""",1.2546169757843018,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111001010001110100010000""",1.2382550239562988,"(110.0, 1102.0, 27.0, 9.0)",Population
2,"""111001110001110100011000""",1.32784104347229,"(111.0, 1102.0, 31.0, 10.0)",Population
2,"""111011110001110100010000""",1.3469899892807007,"(114.0, 1102.0, 27.0, 9.0)",Population
2,"""111000010001110100010000""",1.6412849426269531,"(109.0, 1102.0, 27.0, 9.0)",Population
2,"""111000010010110000101110""",1.3476109504699707,"(109.0, 1128.0, 42.0, 14.0)",Population
