frame,timestamp,x,y,z,qw,qx,qy,qz,v_x (m/s),v_y (m/s),v_z (m/s),w_x (rad/s),w_y (rad/s),w_z (rad/s),acc x (m/s^2),acc y (m/s^2),acc z (m/s^2)
878,20396502008,0.0,-0.0925783157581,-3.5527136788e-15,1.0,0.0,0.0,0.0,0.0,-0.293999999762,-5.55111512313e-17,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
879,20406502008,-7.1054273576e-15,-0.0886583343381,-1.06581410364e-14,1.0,0.0,0.0,0.0,0.0,-0.391999989748,-8.32667268469e-17,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
880,20416502007,0.0,-0.0837583109969,0.0,1.0,0.0,0.0,0.0,0.0,-0.489999979734,-8.32667268469e-17,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
881,20426502007,0.0,-0.0778783053393,-7.1054273576e-15,1.0,0.0,0.0,0.0,0.0,-0.587999999523,-1.11022302463e-16,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
882,20436502007,0.0,-0.0713791266317,-3.5527136788e-15,1.0,0.0,0.0,0.0,0.0,-0.649936378002,-1.11022302463e-16,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
883,20446502007,0.0,-0.0654613092775,3.5527136788e-15,1.0,0.0,0.0,0.0,-2.22807352657e-06,-0.591778039932,-1.05905471171e-07,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
884,20456502006,0.0,-0.0600309349829,-3.5527136788e-15,1.0,0.0,0.0,0.0,-1.68716132976e-06,-0.543038070202,-8.15803887777e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
885,20466502006,-7.1054273576e-15,-0.0550482176477,-3.5527136788e-15,1.0,0.0,0.0,0.0,-1.22830897453e-06,-0.498272538185,-8.26778503993e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
886,20476502006,0.0,-0.0504766084487,-3.5527136788e-15,1.0,0.0,0.0,0.0,-1.34130516471e-06,-0.45716163516,-5.60660923243e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
887,20486502006,7.1054273576e-15,-0.046282501542,-7.1054273576e-15,1.0,0.0,0.0,0.0,-1.03812817542e-06,-0.419409096241,-7.19993097087e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
888,20496502005,0.0,-0.0424350328976,-3.5527136788e-15,1.0,0.0,0.0,0.0,-7.89871251072e-07,-0.38474470377,-3.92898230062e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
889,20506502005,7.1054273576e-15,-0.0389058307046,0.0,1.0,0.0,0.0,0.0,-1.01942532638e-06,-0.352919489145,-1.39219010209e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
890,20516502005,0.0,-0.0356687918538,-1.06581410364e-14,1.0,0.0,0.0,0.0,-5.93047616348e-07,-0.323702394962,-2.74244272291e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
891,20526502005,-7.1054273576e-15,-0.032699966454,-7.1054273576e-15,1.0,0.0,0.0,0.0,-6.03267949373e-07,-0.296881467104,-2.66317866093e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
892,20536502005,7.1054273576e-15,-0.0299773417646,-7.1054273576e-15,1.0,0.0,0.0,0.0,-2.37548093196e-07,-0.27226421237,-7.80831843628e-09,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
893,20546502004,0.0,-0.0274806205416,3.5527136788e-15,1.0,0.0,0.0,0.0,-3.93771131257e-07,-0.249670818448,-2.56884363087e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
894,20556502004,0.0,-0.0251912676031,-7.1054273576e-15,1.0,0.0,0.0,0.0,-1.49749155298e-07,-0.228935420513,8.17592479829e-09,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
895,20566502004,0.0,-0.0230921931798,3.5527136788e-15,1.0,0.0,0.0,0.0,-1.26095457631e-07,-0.209907144308,7.04830767362e-09,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
896,20576502004,0.0,-0.0211677156622,-7.1054273576e-15,1.0,0.0,0.0,0.0,-2.21830632086e-07,-0.192448347807,-2.41515288046e-08,-0.002153,0.020744,0.075806,-0.013337,0.103464,0.093086
