1131,0.0,0
1132,0.01,0
1133,0.02,0
1134,0.03,0
1135,0.04,0
1136,0.05,5
1137,0.06,0
1138,0.07,0
1139,0.08,0
1140,0.09,0
1141,0.1,10
1142,0.11,0
1143,0.12,0
1144,0.13,0
1145,0.14,0
1146,0.15,15
1147,0.16,0
1148,0.17,0
1149,0.18,0
1150,0.19,0
1151,0.2,20
1152,0.21,0
1153,0.22,0
1154,0.23,0
1155,0.24,0
1156,0.25,25
1157,0.26,0
1158,0.27,0
1159,0.28,0
1160,0.29,0
1161,0.3,30
1162,0.31,0
1163,0.32,0
1164,0.33,0
1165,0.34,0
1166,0.35,35
1167,0.36,0
1168,0.37,0
1169,0.38,0
1170,0.39,0
1171,0.4,40
1172,0.41,0
1173,0.42,0
1174,0.43,0
1175,0.44,0
1176,0.45,45
1177,0.46,0
1178,0.47,0
1179,0.48,0
1180,0.49,0
1181,0.5,50
1182,0.51,0
1183,0.52,0
1184,0.53,0
1185,0.54,0
1186,0.55,55
1187,0.56,0
1188,0.57,0
1189,0.58,0
1190,0.59,0
1191,0.6,60
1192,0.61,0
1193,0.62,0
1194,0.63,0
1195,0.64,0
1196,0.65,65
1197,0.66,0
1198,0.67,0
1199,0.68,0
1200,0.69,0
1201,0.7,70
1202,0.71,0
1203,0.72,0
1204,0.73,0
1205,0.74,0
1206,0.75,75
1207,0.76,0
1208,0.77,0
1209,0.78,0
1210,0.79,0
1211,0.8,80
1212,0.81,0
1213,0.82,0
1214,0.83,0
1215,0.84,0
1216,0.85,85
1217,0.86,0
1218,0.87,0
1219,0.88,0
1220,0.89,0
1221,0.9,90
1222,0.91,0
1223,0.92,0
1224,0.93,0
1225,0.94,0
1226,0.95,95
1227,0.96,0
1228,0.97,0
1229,0.98,0
1230,0.99,0
1231,1.0,100
1232,1.01,0
1233,1.02,0
1234,1.03,0
1235,1.04,0
1236,1.05,105
1237,1.06,0
1238,1.07,0
1239,1.08,0
1240,1.09,0
1241,1.1,110
1242,1.11,0
1243,1.12,0
1244,1.13,0
1245,1.14,0
1246,1.15,115
1247,1.16,0
1248,1.17,0
1249,1.18,0
1250,1.19,0
1251,1.2,120
1252,1.21,0
1253,1.22,0
1254,1.23,0
1255,1.24,0
1256,1.25,125
1257,1.26,0
1258,1.27,0
1259,1.28,0
1260,1.29,0
1261,1.3,130
1262,1.31,0
1263,1.32,0
1264,1.33,0
