Generation,Solution,Fitness,Parameters
0,101101010011010000,1.2885979413986206,"(91.0, 1142.0)"
0,110001101110010100,1.0328880548477173,"(98.0, 1003.0)"
0,001110101011111101,2.3509280681610107,"(43.0, 937.0)"
0,001110010110110110,3.7928318977355957,"(43.0, 1243.0)"
0,001110101110001100,3.2853360176086426,"(43.0, 1000.0)"
0,111010100000100101,1.380929946899414,"(113.0, 617.0)"
0,101101100101100010,1.3120650053024292,"(92.0, 756.0)"
0,110110110100110100,1.3050450086593628,"(106.0, 1186.0)"
0,111110100110001001,0.827892005443573,"(119.0, 773.0)"
1,110100001111000100,1.1981439590454102,"(102.0, 1024.0)"
1,001010001101101000,3.402651071548462,"(36.0, 984.0)"
1,111010011100110111,1.080029010772705,"(112.0, 1413.0)"
1,101001111010001011,1.852381944656372,"(86.0, 1337.0)"
2,111100100111110101,0.7013009786605835,"(116.0, 821.0)"
2,101101100000001011,1.739274024963379,"(92.0, 605.0)"
2,101110000011111110,1.5559860467910767,"(93.0, 712.0)"
2,011010000100010000,2.036112070083618,"(61.0, 720.0)"
3,110100001010100000,0.9033259749412537,"(102.0, 896.0)"
3,101011001000000101,1.0628989934921265,"(88.0, 828.0)"
3,100101101100110101,1.4879380464553833,"(80.0, 961.0)"
3,000010000111000110,2.01418399810791,"(24.0, 800.0)"
4,101011111011001100,1.8780889511108398,"(89.0, 1366.0)"
4,110101000111110001,0.8668630123138428,"(104.0, 819.0)"
4,101101110110101000,1.679479956626892,"(92.0, 1237.0)"
4,100100110000011001,1.4002219438552856,"(78.0, 1062.0)"
*,*,*,*
0,001110101011111100,0.827892005443573,"(43.0, 936.0)"
1,001110101011111100,0.827892005443573,"(43.0, 936.0)"
2,001110101011111100,0.7013009786605835,"(43.0, 936.0)"
3,001110101011111100,0.7013009786605835,"(43.0, 936.0)"
4,001110101011111100,0.7013009786605835,"(43.0, 936.0)"
