,Generation,Solution,Fitness,Parameters
7,0,"""110101101001000010""",0.827529013157,"(105.0, 855.0)"
14,1,"""101111101011101000""",0.740580022335,"(95.0, 928.0)"
16,2,"""111001001001101010""",0.823751986027,"(110.0, 872.0)"
22,3,"""100000010010110001""",1.30380403996,"(71.0, 1129.0)"
25,4,"""111111011101010110""",0.467682003975,"(120.0, 1426.0)"
