Generation,Solution,Fitness,Parameters,Fittest
0,"""111001000001100010010101""",1.4318820238113403,"(110.0, 644.0, 29.0, 10.0)",Fittest
0,"""111000010010110110100111""",1.51760995388031,"(109.0, 1131.0, 38.0, 13.0)",Elite
0,"""101100111111000101011100""",1.5471489429473877,"(91.0, 1475.0, 33.0, 11.0)",Elite
0,"""110010110110011001110100""",1.7671740055084229,"(100.0, 1231.0, 45.0, 15.0)",Population
0,"""111101100101111011111001""",2.5953168869018555,"(117.0, 767.0, 47.0, 16.0)",Population
0,"""010001010000011000001010""",2.8168599605560303,"(47.0, 1061.0, 24.0, 8.0)",Population
0,"""111000010010110110110111""",1.9920929670333862,"(109.0, 1131.0, 46.0, 16.0)",Population
0,"""101011001001101001110111""",2.7925679683685303,"(88.0, 872.0, 46.0, 16.0)",Population
0,"""111101100101111011111001""",2.9033150672912598,"(117.0, 767.0, 47.0, 16.0)",Population
0,"""110010110001011001110101""",1.619271993637085,"(100.0, 1090.0, 45.0, 15.0)",Population
0,"""111001000110100010010100""",2.3426079750061035,"(110.0, 784.0, 29.0, 10.0)",Population
0,"""100010100001111111100000""",2.8892009258270264,"(75.0, 656.0, 35.0, 12.0)",Population
0,"""111101100101111011111001""",1.9454879760742188,"(117.0, 767.0, 47.0, 16.0)",Population
0,"""111001000001100010110101""",2.4293529987335205,"(110.0, 644.0, 45.0, 15.0)",Population
0,"""101100111111000101011100""",1.4733279943466187,"(91.0, 1475.0, 33.0, 11.0)",Population
0,"""101100111111000101011100""",1.453848958015442,"(91.0, 1475.0, 33.0, 11.0)",Population
0,"""011111110110101101011111""",2.199678897857666,"(70.0, 1239.0, 34.0, 11.0)",Population
0,"""100010101000110101011000""",1.8589260578155518,"(75.0, 849.0, 31.0, 10.0)",Population
0,"""010001010000011000001010""",3.108412027359009,"(47.0, 1061.0, 24.0, 8.0)",Population
0,"""110001110100111101101100""",1.3553849458694458,"(98.0, 1190.0, 41.0, 14.0)",Population
0,"""101111111011111101010000""",1.9603389501571655,"(95.0, 1387.0, 27.0, 9.0)",Population
0,"""101011001011101001110111""",3.724637985229492,"(88.0, 928.0, 46.0, 16.0)",Population
0,"""010001010000001000001010""",3.291987895965576,"(47.0, 1054.0, 24.0, 8.0)",Population
0,"""111000010010110110101111""",1.46499502658844,"(109.0, 1131.0, 42.0, 14.0)",Population
0,"""111011000011101001110111""",2.8422739505767822,"(113.0, 703.0, 46.0, 16.0)",Population
0,"""101100111111000101011100""",1.6934260129928589,"(91.0, 1475.0, 33.0, 11.0)",Population
0,"""111000010010111110100111""",1.5085749626159668,"(109.0, 1134.0, 38.0, 13.0)",Population
0,"""100011001100110111010001""",2.1792099475860596,"(76.0, 962.0, 27.0, 9.0)",Population
0,"""110000110100111101101100""",1.5982600450515747,"(97.0, 1190.0, 41.0, 14.0)",Population
0,"""111101100101111011111001""",3.1064319610595703,"(117.0, 767.0, 47.0, 16.0)",Population
0,"""011101110110101101011111""",2.761396884918213,"(67.0, 1239.0, 34.0, 11.0)",Population
1,"""110001110100111101101100""",1.3553849458694458,"(98.0, 1190.0, 41.0, 14.0)",Fittest
1,"""111001000001100010010101""",1.4318820238113403,"(110.0, 644.0, 29.0, 10.0)",Elite
1,"""101100111111000101011100""",1.453848958015442,"(91.0, 1475.0, 33.0, 11.0)",Elite
1,"""111000010010110110100111""",1.1539959907531738,"(109.0, 1131.0, 38.0, 13.0)",Population
1,"""100011001100110111010001""",1.9567790031433105,"(76.0, 962.0, 27.0, 9.0)",Population
1,"""111001000001100010010101""",1.748175024986267,"(110.0, 644.0, 29.0, 10.0)",Population
1,"""110010110001011001110101""",2.145961046218872,"(100.0, 1090.0, 45.0, 15.0)",Population
1,"""111001000001100010010101""",1.9103929996490479,"(110.0, 644.0, 29.0, 10.0)",Population
1,"""110001111100111101101100""",8.71669864654541,"(98.0, 1415.0, 41.0, 14.0)",Population
1,"""101100111111000101011100""",1.516922950744629,"(91.0, 1475.0, 33.0, 11.0)",Population
1,"""111101100111111011111001""",2.7655560970306396,"(117.0, 823.0, 47.0, 16.0)",Population
1,"""110000110100111101101100""",4.956945896148682,"(97.0, 1190.0, 41.0, 14.0)",Population
1,"""101100111111000101011100""",1.7561429738998413,"(91.0, 1475.0, 33.0, 11.0)",Population
1,"""111001000001100010010101""",1.575402021408081,"(110.0, 644.0, 29.0, 10.0)",Population
1,"""110000110100111101101100""",1.9472860097885132,"(97.0, 1190.0, 41.0, 14.0)",Population
1,"""111001000001100010010101""",2.184540033340454,"(110.0, 644.0, 29.0, 10.0)",Population
1,"""111000010010110110101111""",1.5361169576644897,"(109.0, 1131.0, 42.0, 14.0)",Population
1,"""101100111111000101011100""",1.5000569820404053,"(91.0, 1475.0, 33.0, 11.0)",Population
1,"""111001000001100110010101""",2.317779064178467,"(110.0, 645.0, 29.0, 10.0)",Population
1,"""111000010010110110100111""",1.3762199878692627,"(109.0, 1131.0, 38.0, 13.0)",Population
1,"""101100111111000101011100""",1.6492730379104614,"(91.0, 1475.0, 33.0, 11.0)",Population
1,"""110010110001011001110101""",2.143280029296875,"(100.0, 1090.0, 45.0, 15.0)",Population
1,"""110000010010110110101111""",2.0773239135742188,"(96.0, 1131.0, 42.0, 14.0)",Population
1,"""110001110100111101101100""",1.8573640584945679,"(98.0, 1190.0, 41.0, 14.0)",Population
1,"""111000010010110110110111""",1.498162031173706,"(109.0, 1131.0, 46.0, 16.0)",Population
1,"""101110110001011001010101""",1.5188310146331787,"(94.0, 1090.0, 29.0, 10.0)",Population
1,"""110010110111000101111100""",2.563451051712036,"(100.0, 1250.0, 49.0, 17.0)",Population
1,"""110001100100111101101100""",2.1797211170196533,"(98.0, 740.0, 41.0, 14.0)",Population
1,"""101100111111000101011100""",1.6206140518188477,"(91.0, 1475.0, 33.0, 11.0)",Population
1,"""111001000001100010010101""",1.917917013168335,"(110.0, 644.0, 29.0, 10.0)",Population
1,"""111000010010111110100101""",1.3935680389404297,"(109.0, 1134.0, 37.0, 12.0)",Population
2,"""111000010010110110100111""",1.1539959907531738,"(109.0, 1131.0, 38.0, 13.0)",Fittest
2,"""110001110100111101101100""",1.3553849458694458,"(98.0, 1190.0, 41.0, 14.0)",Elite
2,"""111000010010110110100111""",1.3762199878692627,"(109.0, 1131.0, 38.0, 13.0)",Elite
2,"""100001110101111101101100""",2.386363983154297,"(73.0, 1218.0, 41.0, 14.0)",Population
2,"""101100111111000101011100""",1.5345439910888672,"(91.0, 1475.0, 33.0, 11.0)",Population
2,"""110001110100111101101100""",1.547320008277893,"(98.0, 1190.0, 41.0, 14.0)",Population
2,"""111000010010111110100101""",1.176800012588501,"(109.0, 1134.0, 37.0, 12.0)",Population
2,"""111000010010110110100110""",1.1557389497756958,"(109.0, 1131.0, 38.0, 13.0)",Population
2,"""111000010010110110110111""",1.7848390340805054,"(109.0, 1131.0, 46.0, 16.0)",Population
2,"""111000010010110110100111""",1.2007800340652466,"(109.0, 1131.0, 38.0, 13.0)",Population
2,"""101100111111000101011100""",1.6662750244140625,"(91.0, 1475.0, 33.0, 11.0)",Population
2,"""111000010010110110100111""",1.434906005859375,"(109.0, 1131.0, 38.0, 13.0)",Population
2,"""011001000001100010010101""",1.9019969701766968,"(60.0, 644.0, 29.0, 10.0)",Population
2,"""111001000001100110010101""",2.208796977996826,"(110.0, 645.0, 29.0, 10.0)",Population
2,"""110001110100111101101100""",1.992730975151062,"(98.0, 1190.0, 41.0, 14.0)",Population
2,"""111000010010111110100101""",0.9695580005645752,"(109.0, 1134.0, 37.0, 12.0)",Population
2,"""111000010010110110101111""",1.117385983467102,"(109.0, 1131.0, 42.0, 14.0)",Population
2,"""111001010010110110100111""",1.474931001663208,"(110.0, 1131.0, 38.0, 13.0)",Population
2,"""101101111111000101011100""",1.5207120180130005,"(92.0, 1475.0, 33.0, 11.0)",Population
2,"""111000010010110110100011""",1.6940189599990845,"(109.0, 1131.0, 36.0, 12.0)",Population
2,"""111001000001100010010101""",2.0149331092834473,"(110.0, 644.0, 29.0, 10.0)",Population
2,"""111000010010110110100111""",1.2086410522460938,"(109.0, 1131.0, 38.0, 13.0)",Population
2,"""111000010010111110100101""",1.358775019645691,"(109.0, 1134.0, 37.0, 12.0)",Population
2,"""111000011010110110110111""",1.5694910287857056,"(109.0, 1356.0, 46.0, 16.0)",Population
2,"""111000010010110110100111""",1.146767020225525,"(109.0, 1131.0, 38.0, 13.0)",Population
2,"""111000010010110110110111""",1.6249799728393555,"(109.0, 1131.0, 46.0, 16.0)",Population
2,"""111000010010110110101111""",1.18196702003479,"(109.0, 1131.0, 42.0, 14.0)",Population
2,"""101100111111000101011100""",1.5029189586639404,"(91.0, 1475.0, 33.0, 11.0)",Population
2,"""111000010010110110110111""",2.25492000579834,"(109.0, 1131.0, 46.0, 16.0)",Population
2,"""111001000001100010010101""",1.951733946800232,"(110.0, 644.0, 29.0, 10.0)",Population
2,"""110001110100111101101100""",1.6291409730911255,"(98.0, 1190.0, 41.0, 14.0)",Population
3,"""111000010010111110100101""",0.9695580005645752,"(109.0, 1134.0, 37.0, 12.0)",Fittest
3,"""111000010010110110101111""",1.117385983467102,"(109.0, 1131.0, 42.0, 14.0)",Elite
3,"""111000010010110110100111""",1.146767020225525,"(109.0, 1131.0, 38.0, 13.0)",Elite
3,"""110001110100111101101100""",1.8926399946212769,"(98.0, 1190.0, 41.0, 14.0)",Population
3,"""111000010010111110100101""",1.3845160007476807,"(109.0, 1134.0, 37.0, 12.0)",Population
3,"""111000010010111110100101""",1.1117899417877197,"(109.0, 1134.0, 37.0, 12.0)",Population
3,"""101100111111000101011100""",1.4112509489059448,"(91.0, 1475.0, 33.0, 11.0)",Population
3,"""111000010010111110100101""",1.2498669624328613,"(109.0, 1134.0, 37.0, 12.0)",Population
3,"""101100111111000101011100""",1.6195659637451172,"(91.0, 1475.0, 33.0, 11.0)",Population
3,"""111000010010110110100111""",1.0999619960784912,"(109.0, 1131.0, 38.0, 13.0)",Population
3,"""111000010010110110101111""",1.6245249509811401,"(109.0, 1131.0, 42.0, 14.0)",Population
3,"""111000010010110110100111""",1.0652170181274414,"(109.0, 1131.0, 38.0, 13.0)",Population
3,"""111001010010110110000111""",1.2888799905776978,"(110.0, 1131.0, 22.0, 7.0)",Population
3,"""111000010010110110100111""",1.3138420581817627,"(109.0, 1131.0, 38.0, 13.0)",Population
3,"""111000010010111110100101""",1.0248539447784424,"(109.0, 1134.0, 37.0, 12.0)",Population
