,Generation,Solution,Fitness,Parameters
9,0,"""110010111110101010""",0.620935022831,"(100.0, 1463.0)"
18,1,"""110010111110101010""",0.578207015991,"(100.0, 1463.0)"
28,2,"""101100010001100110""",0.93885999918,"(90.0, 1096.0)"
37,3,"""101100010001100110""",0.928930997849,"(90.0, 1096.0)"
41,4,"""111011000101100011""",0.904236972332,"(113.0, 757.0)"
