Generation,Solution,Fitness,Parameters,Fittest
0,"""110011101111011100000001""",1.1567909717559814,"(102.0, 1035.0, 19.0, 6.0)",Fittest
0,"""101110110001100001011000""",1.2015290260314941,"(94.0, 1093.0, 31.0, 10.0)",Elite
0,"""101111110010111111010111""",1.3370130062103271,"(95.0, 1135.0, 30.0, 10.0)",Elite
0,"""010100100011110010101110""",1.4266860485076904,"(53.0, 707.0, 42.0, 14.0)",Elite
0,"""000111111010010010110001""",4.655911922454834,"(32.0, 1340.0, 43.0, 15.0)",Population
0,"""111100000010000000000000""",1.9404079914093018,"(115.0, 657.0, 18.0, 6.0)",Population
0,"""011111010000011110000101""",1.701781988143921,"(69.0, 1064.0, 21.0, 7.0)",Population
0,"""000100100011011001100111""",1.8826669454574585,"(28.0, 696.0, 38.0, 13.0)",Population
0,"""111100010001011001110110""",1.3283449411392212,"(115.0, 1090.0, 46.0, 16.0)",Population
0,"""001011001100010110101110""",2.278503894805908,"(38.0, 948.0, 42.0, 14.0)",Population
0,"""100001000110111001010001""",1.7286909818649292,"(72.0, 794.0, 27.0, 9.0)",Population
0,"""111110010101111000100100""",1.3862309455871582,"(118.0, 1216.0, 37.0, 12.0)",Population
0,"""111100010011111010000101""",1.464264988899231,"(115.0, 1161.0, 21.0, 7.0)",Population
0,"""110011111100100100010011""",999.0,"(102.0, 1404.0, 28.0, 9.0)",Population
0,"""111111110011000000101110""",1.266734004020691,"(120.0, 1135.0, 42.0, 14.0)",Population
0,"""011110100110011011011100""",2.1846039295196533,"(69.0, 781.0, 33.0, 11.0)",Population
0,"""100100011010001010001010""",1.4443659782409668,"(77.0, 1337.0, 24.0, 8.0)",Population
0,"""010111111101001001111001""",2.695667028427124,"(58.0, 1420.0, 47.0, 16.0)",Population
0,"""101111001000000010000110""",1.0620830059051514,"(95.0, 826.0, 22.0, 7.0)",Population
0,"""001001111001101010110010""",3.363758087158203,"(35.0, 1322.0, 44.0, 15.0)",Population
1,"""101111001000000010000110""",1.0620830059051514,"(95.0, 826.0, 22.0, 7.0)",Fittest
1,"""110011101111011100000001""",1.1567909717559814,"(102.0, 1035.0, 19.0, 6.0)",Elite
