,Generation,Solution,Fitness,Parameters,Fittest
18,0,"""101111001000000010000110""",1.06208300591,"(95.0, 826.0, 22.0, 7.0)",Population
20,1,"""101111001000000010000110""",1.06208300591,"(95.0, 826.0, 22.0, 7.0)",Fittest
40,2,"""101111001000000010000110""",1.06208300591,"(95.0, 826.0, 22.0, 7.0)",Fittest
60,3,"""101111001000000010000110""",1.06208300591,"(95.0, 826.0, 22.0, 7.0)",Fittest
87,4,"""110011100111011100000001""",0.784112989902,"(102.0, 810.0, 19.0, 6.0)",Population
100,5,"""101111001000000010000110""",1.06208300591,"(95.0, 826.0, 22.0, 7.0)",Fittest
130,6,"""101101101110110001000011""",0.982554972172,"(92.0, 1016.0, 20.0, 7.0)",Population
146,7,"""101111001000000010000110""",0.938712000847,"(95.0, 826.0, 22.0, 7.0)",Population
169,8,"""110100101100111001001001""",0.881408989429,"(103.0, 963.0, 23.0, 8.0)",Population
186,9,"""111101000110000111000111""",0.857093989849,"(117.0, 772.0, 22.0, 7.0)",Population
200,10,"""111101000110000111000111""",0.857093989849,"(117.0, 772.0, 22.0, 7.0)",Fittest
227,11,"""101100001010010001000000""",0.74136698246,"(90.0, 889.0, 18.0, 6.0)",Population
259,12,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Population
260,13,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
280,14,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
308,15,"""111110111100100011001001""",0.581425011158,"(119.0, 1404.0, 23.0, 8.0)",Population
320,16,"""111110111100100011001001""",0.581425011158,"(119.0, 1404.0, 23.0, 8.0)",Fittest
321,16,"""111110111100100011001001""",0.581425011158,"(119.0, 1404.0, 23.0, 8.0)",Elite
340,17,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
360,18,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
380,19,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
400,20,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
420,21,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
440,22,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
460,23,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
480,24,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
508,25,"""110100001000110100000100""",0.63854598999,"(102.0, 848.0, 21.0, 7.0)",Population
520,26,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
540,27,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
560,28,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
580,29,"""111101101001011111000010""",0.641040027142,"(117.0, 867.0, 20.0, 7.0)",Fittest
