Generation,Solution,Fitness,Parameters
0,"""000101001000011100""",2.241389036178589,"(28.0, 838.0)"
0,"""000111100110011110""",1.9857109785079956,"(32.0, 783.0)"
0,"""100000001000011100""",1.5467209815979004,"(71.0, 838.0)"
0,"""001110110001100100""",3.003268003463745,"(43.0, 1095.0)"
1,"""101001110001100100""",1.1275559663772583,"(86.0, 1095.0)"
1,"""101001110001100100""",0.9952269792556763,"(86.0, 1095.0)"
1,"""100100001000011100""",1.7130450010299683,"(77.0, 838.0)"
1,"""101001111001100100""",1.679819941520691,"(86.0, 1320.0)"
2,"""001001110001100100""",2.762903928756714,"(35.0, 1095.0)"
2,"""100100111001100100""",1.5896680355072021,"(78.0, 1320.0)"
2,"""101001110001011100""",1.195665955543518,"(86.0, 1091.0)"
2,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
3,"""001001110001011100""",3.1016199588775635,"(35.0, 1091.0)"
3,"""100100111001100100""",1.7059370279312134,"(78.0, 1320.0)"
3,"""101001110001011100""",1.0547449588775635,"(86.0, 1091.0)"
3,"""101001110001100100""",1.1064590215682983,"(86.0, 1095.0)"
4,"""100100111001100100""",1.2783900499343872,"(78.0, 1320.0)"
4,"""101001110001100100""",1.037253975868225,"(86.0, 1095.0)"
4,"""101001110001011100""",1.01875901222229,"(86.0, 1091.0)"
4,"""101001110001011100""",1.2041200399398804,"(86.0, 1091.0)"
5,"""101001110001011100""",1.2646470069885254,"(86.0, 1091.0)"
5,"""101001110001000100""",1.2418930530548096,"(86.0, 1081.0)"
5,"""101001110001100100""",1.0049940347671509,"(86.0, 1095.0)"
5,"""101001110001101100""",1.1164770126342773,"(86.0, 1098.0)"
6,"""101001110001100100""",0.8675979971885681,"(86.0, 1095.0)"
6,"""101001110001001100""",1.1455780267715454,"(86.0, 1084.0)"
6,"""101001110001100100""",1.0232059955596924,"(86.0, 1095.0)"
6,"""101001110001100100""",1.1911020278930664,"(86.0, 1095.0)"
7,"""101001110001100100""",0.9037160277366638,"(86.0, 1095.0)"
7,"""101001110001100100""",1.0296839475631714,"(86.0, 1095.0)"
7,"""101001110001100100""",1.19070303440094,"(86.0, 1095.0)"
7,"""101001110001100100""",0.9179720282554626,"(86.0, 1095.0)"
*,*,*,*
0,"""101001110001100100""",1.0620390176773071,"(86.0, 1095.0)"
1,"""101001110001100100""",0.9952269792556763,"(86.0, 1095.0)"
2,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
3,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
4,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
5,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
6,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
7,"""101001110001100100""",0.8631929755210876,"(86.0, 1095.0)"
